period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,370,5379,0.63,9.19
3_Month,5-11,1375,36366,0.33,8.69
6_Month,5-11,1375,37100,0.29,7.73
1_Year,5-11,1375,38010,0.25,6.85
All,5-11,1375,38106,0.21,5.85
1_Month,12-15,814,1386,3.17,5.4
3_Month,12-15,6222,13707,3.1,6.82
6_Month,12-15,6263,14046,2.88,6.47
1_Year,12-15,6320,14804,2.57,6.02
All,12-15,6320,14939,2.04,4.81
1_Month,16-19,1084,423,5.41,2.11
3_Month,16-19,10028,8263,6.21,5.11
6_Month,16-19,10079,8594,5.88,5.02
1_Year,16-19,10271,9221,5.37,4.82
All,16-19,10280,9479,3.77,3.48
1_Month,20-29,2564,914,6.39,2.28
3_Month,20-29,22637,14981,7.09,4.69
6_Month,20-29,22837,15813,6.68,4.63
1_Year,20-29,23230,17036,5.93,4.35
All,20-29,23244,17426,4.28,3.21
1_Month,30-39,2632,1000,5.24,1.99
3_Month,30-39,20105,13000,5.9,3.81
6_Month,30-39,20295,13675,5.54,3.73
1_Year,30-39,20610,14514,4.96,3.49
All,30-39,20628,14769,3.91,2.8
1_Month,40-49,2238,694,4.7,1.46
3_Month,40-49,17631,9576,5.66,3.07
6_Month,40-49,17784,9975,5.41,3.03
1_Year,40-49,18054,10479,4.9,2.84
All,40-49,18072,10666,3.89,2.3
1_Month,50-59,1439,384,4.53,1.21
3_Month,50-59,10688,5077,5.32,2.53
6_Month,50-59,10769,5246,5.15,2.51
1_Year,50-59,10926,5443,4.7,2.34
All,50-59,10944,5585,3.62,1.85
1_Month,60-69,752,204,3.52,0.95
3_Month,60-69,5843,2667,4.43,2.02
6_Month,60-69,5878,2721,4.3,1.99
1_Year,60-69,5984,2799,3.94,1.84
All,60-69,5997,2866,3.04,1.46
1_Month,70-79,269,72,2.26,0.61
3_Month,70-79,2292,738,3.39,1.09
6_Month,70-79,2318,755,3.31,1.08
1_Year,70-79,2375,784,3.03,1
All,70-79,2384,822,2.36,0.81
1_Month,80-89,143,39,3.08,0.84
3_Month,80-89,1011,321,3.83,1.22
6_Month,80-89,1019,329,3.7,1.2
1_Year,80-89,1052,337,3.33,1.07
All,80-89,1064,366,2.45,0.84
1_Month,90+,36,10,3.1,0.86
3_Month,90+,355,81,5.08,1.16
6_Month,90+,359,81,4.91,1.11
1_Year,90+,376,85,4.48,1.01
All,90+,380,96,3.07,0.78
