instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-14T00:00:00.000Z
Tel Aviv Medical Center       ,92.9,100.4,2023-01-14T00:00:00.000Z
,,,2023-01-14T00:00:00.000Z
Hacarmel Hospital             ,58.5,64.2,2023-01-14T00:00:00.000Z
Rabin K. Hasharon             ,76.3,59.8,2023-01-14T00:00:00.000Z
Woolfson Medical Center       ,80.3,71.9,2023-01-14T00:00:00.000Z
Barzilai Medical Center       ,82.3,76.9,2023-01-14T00:00:00.000Z
Soroka Medical Center         ,83.7,74.8,2023-01-14T00:00:00.000Z
Laniado                       ,85.9,91,2023-01-14T00:00:00.000Z
Poriah Hospital               ,85.9,73.7,2023-01-14T00:00:00.000Z
Hadassah Mount Scopus         ,86.1,74.8,2023-01-14T00:00:00.000Z
      Ziv Hospital            ,90.3,66.8,2023-01-14T00:00:00.000Z
Meir Hospital                 ,91.5,90.1,2023-01-14T00:00:00.000Z
Yosephtal Hospital            ,93.8,60,2023-01-14T00:00:00.000Z
Assuta Ashdod                 ,95,86.3,2023-01-14T00:00:00.000Z
Assaf Harofeh Medical Center  ,96.9,65.4,2023-01-14T00:00:00.000Z
Shmuel Harofe                 ,100,85.3,2023-01-14T00:00:00.000Z
Bnei Ziom Medical Center      ,102.5,67.4,2023-01-14T00:00:00.000Z
,,,2023-01-14T00:00:00.000Z
Haemek Valley Center Hospital ,97.4,65.9,2023-01-14T00:00:00.000Z
Chaim Sheba Medical Center    ,102.4,99.5,2023-01-14T00:00:00.000Z
Rambam                        ,103,82.9,2023-01-14T00:00:00.000Z
Hillel Yaffeh Medical Center  ,112.3,83.2,2023-01-14T00:00:00.000Z
Nahariya                      ,116.4,79.7,2023-01-14T00:00:00.000Z
Shaare Zedek                  ,117.3,94.3,2023-01-14T00:00:00.000Z
Kaplan Hospital               ,125.3,99.1,2023-01-14T00:00:00.000Z
Hadassah Ein Kerem            ,133,89.3,2023-01-14T00:00:00.000Z
The Holy Family               ,,,2023-01-14T00:00:00.000Z
,,,2023-01-14T00:00:00.000Z
,,40.1,2023-01-14T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-14T00:00:00.000Z
,,,2023-01-14T00:00:00.000Z
Rabin K. Beilinson            ,141.4,96.3,2023-01-14T00:00:00.000Z
