period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,159,339,17.45,37.21
3_Month,5-11,447,1037,14.9,34.57
6_Month,5-11,3170,10973,9.05,31.32
1_Year,5-11,5122,51512,1.03,10.38
All,5-11,5122,53251,0.71,7.35
1_Month,12-15,253,125,31,15.32
3_Month,12-15,580,396,23.87,16.3
6_Month,12-15,2325,2764,13.02,15.47
1_Year,12-15,9178,17645,3.84,7.39
All,12-15,9237,18972,2.66,5.46
1_Month,16-19,520,77,42.73,6.33
3_Month,16-19,932,178,34.15,6.52
6_Month,16-19,4239,1268,21.43,6.41
1_Year,16-19,15284,10037,7.68,5.05
All,16-19,15494,11301,5,3.65
1_Month,20-29,1318,131,41.89,4.16
3_Month,20-29,2491,335,32.89,4.42
6_Month,20-29,12581,3122,20.66,5.13
1_Year,20-29,38685,19270,8.89,4.43
All,20-29,39170,21836,5.96,3.32
1_Month,30-39,1247,147,36.9,4.35
3_Month,30-39,2640,414,29.31,4.6
6_Month,30-39,14125,3959,18.8,5.27
1_Year,30-39,37754,18291,7.85,3.8
All,30-39,38193,20137,5.73,3.02
1_Month,40-49,1542,132,39.09,3.35
3_Month,40-49,3078,401,29.94,3.9
6_Month,40-49,13848,3098,18,4.03
1_Year,40-49,34464,13678,7.65,3.04
All,40-49,34851,14843,5.79,2.46
1_Month,50-59,1289,141,31.34,3.43
3_Month,50-59,2491,309,22.99,2.85
6_Month,50-59,10151,1907,13.71,2.58
1_Year,50-59,22870,7574,7.05,2.33
All,50-59,23107,8128,5.43,1.91
1_Month,60-69,1022,63,21.86,1.35
3_Month,60-69,2150,168,16.39,1.28
6_Month,60-69,7910,1064,9.68,1.3
1_Year,60-69,15081,4033,5.87,1.57
All,60-69,15244,4259,4.74,1.32
1_Month,70-79,738,44,15.69,0.94
3_Month,70-79,1617,100,11.56,0.71
6_Month,70-79,5217,479,6.93,0.64
1_Year,70-79,8096,1322,4.68,0.76
All,70-79,8189,1415,3.97,0.69
1_Month,80+,487,41,16,1.35
3_Month,80+,1053,86,12.96,1.06
6_Month,80+,3493,347,8.46,0.84
1_Year,80+,5203,810,5.91,0.92
All,80+,5283,879,4.78,0.8
