instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-05T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-05T00:00:00.000Z
,,,2022-12-05T00:00:00.000Z
Assuta Ashdod                 ,,,2022-12-05T00:00:00.000Z
Rabin K. Hasharon             ,71.9,69.3,2022-12-05T00:00:00.000Z
Woolfson Medical Center       ,78.7,73.4,2022-12-05T00:00:00.000Z
Yosephtal Hospital            ,81.3,63.1,2022-12-05T00:00:00.000Z
Soroka Medical Center         ,84.5,83.2,2022-12-05T00:00:00.000Z
Assaf Harofeh Medical Center  ,86.5,72.2,2022-12-05T00:00:00.000Z
Meir Hospital                 ,91.5,89.3,2022-12-05T00:00:00.000Z
Poriah Hospital               ,96.2,73.8,2022-12-05T00:00:00.000Z
Barzilai Medical Center       ,98.4,84.1,2022-12-05T00:00:00.000Z
Bnei Ziom Medical Center      ,99.2,89.4,2022-12-05T00:00:00.000Z
,,,2022-12-05T00:00:00.000Z
Laniado                       ,97.4,89.5,2022-12-05T00:00:00.000Z
Haemek Valley Center Hospital ,99.4,80.3,2022-12-05T00:00:00.000Z
Hadassah Mount Scopus         ,100,73.6,2022-12-05T00:00:00.000Z
Rambam                        ,100,89.8,2022-12-05T00:00:00.000Z
      Ziv Hospital            ,103.1,78.1,2022-12-05T00:00:00.000Z
Chaim Sheba Medical Center    ,104.2,104.4,2022-12-05T00:00:00.000Z
Hillel Yaffeh Medical Center  ,106.8,90.3,2022-12-05T00:00:00.000Z
Nahariya                      ,118.9,93.3,2022-12-05T00:00:00.000Z
Kaplan Hospital               ,119.3,96.6,2022-12-05T00:00:00.000Z
Rabin K. Beilinson            ,125.1,101,2022-12-05T00:00:00.000Z
Hadassah Ein Kerem            ,135.9,98.5,2022-12-05T00:00:00.000Z
Hacarmel Hospital             ,,,2022-12-05T00:00:00.000Z
The Holy Family               ,,,2022-12-05T00:00:00.000Z
,,,2022-12-05T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-05T00:00:00.000Z
,,,2022-12-05T00:00:00.000Z
Shmuel Harofe                 ,,,2022-12-05T00:00:00.000Z
Shaare Zedek                  ,,,2022-12-05T00:00:00.000Z
