age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,15,71,217,167.5,31.2,23.1,0,0,0,0,0,0
12-15,8,76,40,66.5,23.3,14.7,0,0,0,0,0,0
16-19,12,194,36,101.2,44.7,27,0,0,0,0,0,0
20-29,28,731,121,79.1,66.9,70.7,0,3,2,0,0.3,1.2
30-39,29,738,160,77.6,71.7,128.1,0,1,1,0,0.1,0.8
40-49,44,836,123,115.8,86.8,125.4,0,1,0,0,0.1,0
50-59,52,850,133,132.9,110.2,238.1,0,6,7,0,0.8,12.5
60-69,116,1831,174,308.5,283.2,309.2,1,19,6,2.7,2.9,10.7
70-79,117,2195,142,421.1,463.1,843.8,4,20,2,14.4,4.2,11.9
80+,94,1866,156,725.1,749,965.8,2,42,11,15.4,16.9,68.1
