age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,260,0,4862,316.1,0,491.8,0,0,1,0,0,0.1
12-15,2546,0,1254,710,0,507.2,0,0,0,0,0,0
16-19,1428,278,618,375,378.2,529.4,0,0,1,0,0,0.9
20-29,3296,613,1012,373.8,297.2,525,0,0,1,0,0,0.5
30-39,3047,651,774,359.9,348,546.2,0,0,8,0,0,5.6
40-49,3264,495,591,386,371.5,538.9,0,0,16,0,0,14.6
50-59,2135,215,338,303.3,253.5,465.7,0,2,21,0,2.4,28.9
60-69,1473,88,154,230.9,185.7,278.7,5,4,15,0.8,8.4,27.2
70-79,830,38,68,178.1,147.6,217.2,5,0,11,1.1,0,35.1
80-89,243,12,38,119.1,71.9,250.3,8,0,12,3.9,0,79.1
90+,49,2,6,109.3,27,123.1,3,0,0,6.7,0,0
