instituteDesc,occupancy,gOccupancy,occupancyDate
Poriah Hospital               ,61.5,69,2022-07-24T00:00:00.000Z
Yosephtal Hospital            ,62.5,52.3,2022-07-24T00:00:00.000Z
Barzilai Medical Center       ,74.5,76.5,2022-07-24T00:00:00.000Z
Soroka Medical Center         ,74,85.4,2022-07-24T00:00:00.000Z
Laniado                       ,82.1,103.3,2022-07-24T00:00:00.000Z
Assaf Harofeh Medical Center  ,84.2,76.7,2022-07-24T00:00:00.000Z
Hadassah Mount Scopus         ,86.1,74,2022-07-24T00:00:00.000Z
Nahariya                      ,86.8,83.2,2022-07-24T00:00:00.000Z
Shmuel Harofe                 ,86.1,82.1,2022-07-24T00:00:00.000Z
Rambam                        ,87.9,89.4,2022-07-24T00:00:00.000Z
Meir Hospital                 ,89,85.6,2022-07-24T00:00:00.000Z
Haemek Valley Center Hospital ,91,75.4,2022-07-24T00:00:00.000Z
Shaare Zedek                  ,92.7,98.8,2022-07-24T00:00:00.000Z
Assuta Ashdod                 ,103.4,90.1,2022-07-24T00:00:00.000Z
Hadassah Ein Kerem            ,113.6,91.1,2022-07-24T00:00:00.000Z
,,36.2,2022-07-24T00:00:00.000Z
