age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,292,508,2093,285.9,316.7,224.5,0,1,0,0,0.6,0
12-15,82,637,389,95.1,241.7,145.3,0,0,0,0,0,0
16-19,44,1201,277,50.1,331.7,210.5,0,0,0,0,0,0
20-29,219,4830,952,110.1,519.5,548.4,0,3,1,0,0.3,0.6
30-39,310,6570,1093,150.4,761.4,866.2,0,4,0,0,0.5,0
40-49,437,5993,868,225.9,741.6,875,1,5,2,0.5,0.6,2
50-59,589,5481,597,380.3,838.3,1020.5,0,10,1,0,1.5,1.7
60-69,1186,8953,668,1050.4,1568.2,1167.8,9,38,10,8,6.7,17.5
70-79,1347,8801,535,1758.4,2088.4,2563.2,12,65,17,15.7,15.4,81.4
80+,1026,6263,578,2705.7,2802.3,3403.4,28,116,30,73.8,51.9,176.6
