section,female,male,period
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 3, 'percentage': 0}","{'amount': 2, 'percentage': 0}",שנה
0-9,"{'amount': 3, 'percentage': 0}","{'amount': 1, 'percentage': 0}",6 חודשים
0-9,"{'amount': 2, 'percentage': 0}","{'amount': 1, 'percentage': 0}",3 חודשים
0-9,"{'amount': 3, 'percentage': 0}","{'amount': 2, 'percentage': 0}",מתחילת קורונה
10-19,"{'amount': 3, 'percentage': 0}","{'amount': 4, 'percentage': 0}",מתחילת קורונה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0}",3 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 0}",6 חודשים
10-19,"{'amount': 3, 'percentage': 0}","{'amount': 3, 'percentage': 0}",שנה
20-29,"{'amount': 9, 'percentage': 0}","{'amount': 18, 'percentage': 0}",6 חודשים
20-29,"{'amount': 3, 'percentage': 0}","{'amount': 14, 'percentage': 1}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 1}",חודש אחרון
20-29,"{'amount': 12, 'percentage': 0}","{'amount': 19, 'percentage': 0}",מתחילת קורונה
20-29,"{'amount': 12, 'percentage': 0}","{'amount': 19, 'percentage': 0}",שנה
30-39,"{'amount': 21, 'percentage': 0}","{'amount': 27, 'percentage': 0}",שנה
30-39,"{'amount': 18, 'percentage': 0}","{'amount': 20, 'percentage': 1}",6 חודשים
30-39,"{'amount': 13, 'percentage': 1}","{'amount': 14, 'percentage': 1}",3 חודשים
30-39,"{'amount': 1, 'percentage': 0}","{'amount': 2, 'percentage': 1}",חודש אחרון
30-39,"{'amount': 21, 'percentage': 0}","{'amount': 28, 'percentage': 0}",מתחילת קורונה
40-49,"{'amount': 53, 'percentage': 1}","{'amount': 66, 'percentage': 1}",שנה
40-49,"{'amount': 46, 'percentage': 1}","{'amount': 49, 'percentage': 1}",6 חודשים
40-49,"{'amount': 28, 'percentage': 1}","{'amount': 34, 'percentage': 2}",3 חודשים
40-49,"{'amount': 7, 'percentage': 3}","{'amount': 2, 'percentage': 1}",חודש אחרון
40-49,"{'amount': 55, 'percentage': 1}","{'amount': 66, 'percentage': 1}",מתחילת קורונה
50-59,"{'amount': 81, 'percentage': 2}","{'amount': 167, 'percentage': 4}",6 חודשים
50-59,"{'amount': 47, 'percentage': 2}","{'amount': 93, 'percentage': 4}",3 חודשים
50-59,"{'amount': 116, 'percentage': 2}","{'amount': 237, 'percentage': 4}",שנה
50-59,"{'amount': 118, 'percentage': 2}","{'amount': 238, 'percentage': 4}",מתחילת קורונה
50-59,"{'amount': 8, 'percentage': 3}","{'amount': 15, 'percentage': 6}",חודש אחרון
60-69,"{'amount': 134, 'percentage': 6}","{'amount': 240, 'percentage': 11}",3 חודשים
60-69,"{'amount': 211, 'percentage': 5}","{'amount': 432, 'percentage': 11}",6 חודשים
60-69,"{'amount': 28, 'percentage': 11}","{'amount': 37, 'percentage': 14}",חודש אחרון
60-69,"{'amount': 297, 'percentage': 5}","{'amount': 636, 'percentage': 10}",מתחילת קורונה
60-69,"{'amount': 291, 'percentage': 5}","{'amount': 628, 'percentage': 10}",שנה
70-79,"{'amount': 39, 'percentage': 15}","{'amount': 30, 'percentage': 11}",חודש אחרון
70-79,"{'amount': 246, 'percentage': 11}","{'amount': 338, 'percentage': 15}",3 חודשים
70-79,"{'amount': 399, 'percentage': 10}","{'amount': 633, 'percentage': 16}",6 חודשים
70-79,"{'amount': 575, 'percentage': 9}","{'amount': 993, 'percentage': 16}",שנה
70-79,"{'amount': 588, 'percentage': 9}","{'amount': 1020, 'percentage': 16}",מתחילת קורונה
80-89,"{'amount': 347, 'percentage': 16}","{'amount': 334, 'percentage': 15}",3 חודשים
80-89,"{'amount': 954, 'percentage': 16}","{'amount': 1074, 'percentage': 17}",שנה
80-89,"{'amount': 628, 'percentage': 16}","{'amount': 661, 'percentage': 16}",6 חודשים
80-89,"{'amount': 39, 'percentage': 15}","{'amount': 30, 'percentage': 11}",חודש אחרון
80-89,"{'amount': 984, 'percentage': 16}","{'amount': 1101, 'percentage': 17}",מתחילת קורונה
90+,"{'amount': 656, 'percentage': 10}","{'amount': 488, 'percentage': 8}",מתחילת קורונה
90+,"{'amount': 8, 'percentage': 3}","{'amount': 16, 'percentage': 6}",חודש אחרון
90+,"{'amount': 191, 'percentage': 9}","{'amount': 143, 'percentage': 6}",3 חודשים
90+,"{'amount': 364, 'percentage': 9}","{'amount': 286, 'percentage': 7}",6 חודשים
90+,"{'amount': 625, 'percentage': 10}","{'amount': 471, 'percentage': 8}",שנה
