age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,11,22,43,206.9,9.8,4.5,0,0,0,0,0,0
12-15,6,39,16,109.8,12,5.7,0,0,0,0,0,0
16-19,9,148,20,254.2,33.7,14.7,0,0,0,0,0,0
20-29,16,407,37,160.3,36.3,22.1,0,0,1,0,0,0.6
30-39,16,317,43,151.7,30,34.6,0,0,0,0,0,0
40-49,20,398,51,150.8,40.2,53.5,0,2,0,0,0.2,0
50-59,19,461,37,108.7,57.9,70.6,0,4,3,0,0.5,5.7
60-69,68,910,58,271.8,137.8,105.1,0,10,3,0,1.5,5.4
70-79,94,1117,63,349.5,232.3,579.8,2,15,5,7.4,3.1,46
80+,62,822,64,467.7,328.4,436.8,2,17,8,15.1,6.8,54.6
