period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
3_Month,5-11,1337,35986,0.32,8.67
1_Year,5-11,1337,37613,0.24,6.8
All,5-11,1337,37705,0.21,5.83
6_Month,5-11,1337,36772,0.28,7.61
1_Month,5-11,436,7714,0.52,9.25
All,12-15,6253,14842,2.03,4.81
1_Year,12-15,6253,14711,2.55,6.01
1_Month,12-15,1155,2005,3.24,5.63
6_Month,12-15,6198,13998,2.85,6.44
3_Month,12-15,6155,13622,3.09,6.84
All,16-19,10196,9442,3.76,3.49
1_Year,16-19,10187,9188,5.35,4.82
6_Month,16-19,10008,8606,5.84,5.02
3_Month,16-19,9945,8230,6.22,5.15
1_Month,16-19,1467,657,5.52,2.47
1_Year,20-29,22968,16971,5.9,4.36
6_Month,20-29,22598,15857,6.62,4.64
All,20-29,22980,17346,4.27,3.22
1_Month,20-29,3390,1317,6.55,2.54
3_Month,20-29,22378,14913,7.1,4.73
1_Year,30-39,20400,14461,4.95,3.51
6_Month,30-39,20108,13687,5.5,3.74
All,30-39,20412,14702,3.91,2.81
3_Month,30-39,19896,12949,5.91,3.85
1_Month,30-39,3634,1496,5.37,2.21
1_Year,40-49,17870,10431,4.89,2.86
6_Month,40-49,17612,9976,5.38,3.05
3_Month,40-49,17454,9531,5.68,3.1
1_Month,40-49,3092,1047,4.87,1.65
All,40-49,17886,10615,3.89,2.31
1_Year,50-59,10817,5402,4.7,2.35
1_Month,50-59,1959,550,4.77,1.34
3_Month,50-59,10577,5034,5.34,2.54
6_Month,50-59,10665,5229,5.15,2.52
All,50-59,10829,5542,3.62,1.85
1_Month,60-69,1011,281,3.72,1.03
All,60-69,5923,2843,3.04,1.46
3_Month,60-69,5770,2646,4.44,2.04
6_Month,60-69,5812,2704,4.3,2
1_Year,60-69,5913,2778,3.94,1.85
All,70-79,2349,820,2.36,0.82
3_Month,70-79,2258,736,3.4,1.11
1_Year,70-79,2341,784,3.03,1.01
1_Month,70-79,353,110,2.39,0.74
6_Month,70-79,2284,755,3.31,1.1
1_Month,80-89,180,53,3.01,0.88
6_Month,80-89,1006,322,3.71,1.19
1_Year,80-89,1039,330,3.34,1.06
All,80-89,1050,359,2.45,0.84
3_Month,80-89,997,314,3.85,1.21
1_Month,90+,50,11,3.26,0.72
3_Month,90+,349,79,5.09,1.15
6_Month,90+,353,79,4.89,1.1
1_Year,90+,371,83,4.48,1
All,90+,374,94,3.06,0.77
