age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1826,1,2682,623.9,,293.4,0,0,4,0,,0.4
12-15,1298,409,570,398.2,861.8,231.7,2,0,0,0.6,0,0
16-19,1784,236,362,445,382.2,312.3,2,0,1,0.5,0,0.9
20-29,4184,428,718,435.5,278.3,397.6,1,0,2,0.1,0,1.1
30-39,5278,588,906,573.6,442.4,677.2,6,1,7,0.7,0.8,5.2
40-49,5138,421,683,573.7,432.9,661.8,7,5,8,0.8,5.1,7.8
50-59,3590,223,493,489.1,337,751,20,3,25,2.7,4.5,38.1
60-69,3436,183,457,527.2,481,863,51,9,20,7.8,23.7,37.8
70-79,2288,91,343,477,418,1508.2,44,12,33,9.2,55.1,145.1
80-89,1188,71,241,564.5,489.7,2093.3,43,8,28,20.4,55.2,243.2
90+,404,28,102,844.5,405.4,4098,15,5,19,31.4,72.4,763.4
