period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,370,5398,0.63,9.19
3_Month,5-11,1375,36386,0.33,8.69
6_Month,5-11,1375,37120,0.29,7.73
1_Year,5-11,1375,38030,0.25,6.85
All,5-11,1375,38126,0.21,5.85
1_Month,12-15,815,1390,3.16,5.39
3_Month,12-15,6223,13711,3.1,6.82
6_Month,12-15,6264,14050,2.88,6.47
1_Year,12-15,6321,14808,2.57,6.02
All,12-15,6321,14943,2.04,4.81
1_Month,16-19,1090,423,5.41,2.1
3_Month,16-19,10034,8263,6.21,5.11
6_Month,16-19,10085,8594,5.88,5.01
1_Year,16-19,10277,9221,5.37,4.81
All,16-19,10286,9479,3.77,3.48
1_Month,20-29,2576,916,6.38,2.27
3_Month,20-29,22649,14983,7.09,4.69
6_Month,20-29,22849,15815,6.68,4.63
1_Year,20-29,23242,17038,5.93,4.35
All,20-29,23256,17428,4.28,3.21
1_Month,30-39,2642,1002,5.23,1.99
3_Month,30-39,20114,13002,5.9,3.81
6_Month,30-39,20304,13677,5.54,3.73
1_Year,30-39,20619,14516,4.96,3.49
All,30-39,20637,14771,3.91,2.8
1_Month,40-49,2252,695,4.71,1.45
3_Month,40-49,17645,9577,5.66,3.07
6_Month,40-49,17798,9976,5.41,3.03
1_Year,40-49,18068,10480,4.9,2.84
All,40-49,18086,10667,3.89,2.3
1_Month,50-59,1444,386,4.52,1.21
3_Month,50-59,10693,5079,5.32,2.53
6_Month,50-59,10774,5248,5.15,2.51
1_Year,50-59,10931,5445,4.7,2.34
All,50-59,10949,5587,3.62,1.85
1_Month,60-69,756,204,3.52,0.95
3_Month,60-69,5847,2667,4.43,2.02
6_Month,60-69,5882,2721,4.3,1.99
1_Year,60-69,5988,2799,3.94,1.84
All,60-69,6001,2866,3.04,1.45
1_Month,70-79,270,72,2.25,0.6
3_Month,70-79,2293,738,3.38,1.09
6_Month,70-79,2319,755,3.31,1.08
1_Year,70-79,2376,784,3.03,1
All,70-79,2385,822,2.36,0.81
1_Month,80-89,145,38,3.1,0.81
3_Month,80-89,1013,320,3.84,1.21
6_Month,80-89,1021,328,3.71,1.19
1_Year,80-89,1054,336,3.34,1.06
All,80-89,1066,365,2.45,0.84
1_Month,90+,38,10,3.24,0.85
3_Month,90+,357,81,5.1,1.16
6_Month,90+,361,81,4.93,1.11
1_Year,90+,378,85,4.5,1.01
All,90+,382,96,3.09,0.78
