age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,9589,7,24802,3348.7,,2722,0,0,1,0,,0.1
12-15,8421,1638,5530,2481.5,4649.7,2274.4,2,0,2,0.6,0,0.8
16-19,8570,1410,2455,2122.7,2381,2135.5,3,0,2,0.7,0,1.7
20-29,15079,2743,4177,1579.2,1756.5,2286.4,4,0,5,0.4,0,2.7
30-39,20014,3367,4877,2191.7,2451.4,3611,6,1,11,0.7,0.7,8.1
40-49,20161,2245,3891,2263.6,2246.4,3718.7,13,4,19,1.5,4,18.2
50-59,13197,1286,2410,1806.6,1907.9,3571.2,47,14,40,6.4,20.8,59.3
60-69,12061,1026,2051,1855.4,2633.1,3834.5,100,24,75,15.4,61.6,140.2
70-79,7778,534,1201,1633.7,2401.3,4684.6,119,29,90,25,130.4,351.1
80-89,4243,288,828,2031.4,1947,6581.4,103,22,113,49.3,148.7,898.2
90+,1492,86,313,3175.6,1234.2,9750.8,42,4,39,89.4,57.4,1215
