period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,1086,34087,0.18,5.61
1_Year,5-11,1086,34010,0.21,6.45
6_Month,5-11,1086,33662,0.22,6.89
3_Month,5-11,1086,32454,0.28,8.51
1_Month,5-11,918,27981,0.29,8.79
All,12-15,5694,13875,1.96,4.77
6_Month,12-15,5681,13533,2.64,6.28
1_Month,12-15,4491,9549,3.08,6.56
1_Year,12-15,5694,13760,2.43,5.87
3_Month,12-15,5605,12702,3.07,6.95
All,16-19,9440,9146,3.67,3.56
6_Month,16-19,9366,8742,5.52,5.16
3_Month,16-19,9197,7950,6.28,5.43
1_Month,16-19,6759,5034,5.92,4.41
1_Year,16-19,9432,8915,5.16,4.88
1_Month,20-29,15769,9829,7.06,4.4
All,20-29,21254,16706,4.17,3.27
1_Year,20-29,21243,16386,5.65,4.36
6_Month,20-29,21127,16020,6.14,4.66
3_Month,20-29,20670,14314,7.18,4.97
1_Month,30-39,14826,9361,5.94,3.75
3_Month,30-39,18077,12319,5.97,4.07
6_Month,30-39,18458,13559,5.13,3.77
1_Year,30-39,18568,13834,4.78,3.56
All,30-39,18573,14037,3.81,2.88
1_Year,40-49,16331,9989,4.8,2.93
6_Month,40-49,16226,9813,5.11,3.09
3_Month,40-49,15930,9085,5.77,3.29
1_Month,40-49,12769,6735,5.63,2.97
All,40-49,16341,10143,3.82,2.37
3_Month,50-59,9565,4807,5.42,2.72
6_Month,50-59,9727,5106,4.91,2.58
1_Year,50-59,9799,5183,4.6,2.43
All,50-59,9806,5301,3.53,1.91
1_Month,50-59,7719,3551,5.29,2.43
6_Month,60-69,5356,2609,4.21,2.05
3_Month,60-69,5272,2515,4.57,2.18
1_Month,60-69,4118,1843,4.42,1.98
1_Year,60-69,5410,2654,3.93,1.93
All,60-69,5416,2709,3.01,1.51
1_Month,70-79,1619,503,3.49,1.09
3_Month,70-79,2083,676,3.58,1.16
6_Month,70-79,2135,704,3.34,1.1
1_Year,70-79,2165,725,3.09,1.03
All,70-79,2170,759,2.38,0.83
3_Month,80-89,898,293,3.96,1.29
All,80-89,949,336,2.39,0.85
1_Year,80-89,939,308,3.3,1.08
6_Month,80-89,923,301,3.6,1.18
1_Month,80-89,722,239,3.84,1.27
All,90+,351,89,3.07,0.78
1_Year,90+,348,78,4.54,1.02
6_Month,90+,335,75,4.87,1.09
3_Month,90+,327,73,5.38,1.2
1_Month,90+,266,57,5.18,1.11
