period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,586,21475,0.12,4.57
1_Year,5-11,586,21425,0.15,5.34
6_Month,5-11,586,21272,0.16,5.89
3_Month,5-11,586,19977,0.24,8.13
1_Month,5-11,582,19702,0.25,8.53
All,12-15,3816,10509,1.63,4.48
1_Year,12-15,3816,10430,2.06,5.63
6_Month,12-15,3812,10290,2.33,6.29
3_Month,12-15,3733,9404,2.94,7.41
1_Month,12-15,3678,9259,3,7.56
1_Month,16-19,6670,6579,6.55,6.46
3_Month,16-19,6735,6662,6.48,6.41
6_Month,16-19,6933,7547,5.32,5.79
1_Year,16-19,6956,7648,4.66,5.12
All,16-19,6958,7828,3.25,3.65
1_Month,20-29,15036,11765,7.32,5.73
3_Month,20-29,15184,11939,7.23,5.68
6_Month,20-29,15706,13809,5.74,5.04
1_Year,20-29,15741,14051,5,4.47
All,20-29,15747,14287,3.65,3.31
3_Month,30-39,12418,9595,6.05,4.68
All,30-39,12892,11267,3.32,2.9
1_Year,30-39,12889,11124,4.26,3.68
6_Month,30-39,12838,10940,4.75,4.05
1_Month,30-39,12267,9442,6.15,4.73
All,40-49,11658,8143,3.47,2.42
1_Year,40-49,11651,8036,4.49,3.1
6_Month,40-49,11604,7913,4.95,3.38
3_Month,40-49,11274,7112,6.07,3.83
1_Month,40-49,11150,7013,6.16,3.87
All,50-59,6946,4258,3.16,1.94
1_Year,50-59,6945,4169,4.29,2.57
6_Month,50-59,6904,4097,4.73,2.81
3_Month,50-59,6723,3782,5.64,3.17
1_Month,50-59,6658,3734,5.7,3.2
1_Month,60-69,3757,1964,4.84,2.53
3_Month,60-69,3804,1984,4.81,2.51
6_Month,60-69,3905,2083,4.1,2.19
1_Year,60-69,3938,2122,3.77,2.03
All,60-69,3942,2170,2.75,1.51
1_Month,70-79,1520,514,3.86,1.31
6_Month,70-79,1601,550,3.29,1.13
3_Month,70-79,1539,517,3.84,1.29
1_Year,70-79,1616,568,3.02,1.06
All,70-79,1620,598,2.22,0.82
1_Month,80-89,670,215,4.48,1.44
3_Month,80-89,672,218,4.41,1.43
6_Month,80-89,706,227,3.63,1.17
1_Year,80-89,715,232,3.25,1.06
All,80-89,723,259,2.25,0.81
All,90+,271,68,2.87,0.72
1_Year,90+,269,59,4.49,0.98
3_Month,90+,248,53,6.02,1.29
1_Month,90+,246,53,6.07,1.31
6_Month,90+,262,57,5.01,1.09
