period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,227,531,14.59,34.13
3_Month,5-11,1876,6219,10.05,33.31
6_Month,5-11,3353,13027,6.35,24.69
1_Year,5-11,4928,51348,0.96,9.96
All,5-11,4928,52845,0.68,7.31
1_Month,12-15,252,223,19.87,17.59
3_Month,12-15,1177,1387,15.22,17.93
6_Month,12-15,2383,3260,9.15,12.51
1_Year,12-15,8894,17628,3.67,7.27
All,12-15,8941,18825,2.58,5.44
1_Month,16-19,230,63,25.99,7.12
3_Month,16-19,2328,688,23.37,6.91
6_Month,16-19,4093,1447,16.06,5.68
1_Year,16-19,14667,10056,7.32,5.02
All,16-19,14860,11206,4.82,3.64
1_Month,20-29,601,116,24.96,4.82
3_Month,20-29,7390,1866,22.28,5.63
6_Month,20-29,12556,3675,15.58,4.56
1_Year,20-29,37086,19373,8.48,4.43
All,20-29,37525,21664,5.74,3.31
1_Month,30-39,808,159,24.67,4.85
3_Month,30-39,8719,2398,21.05,5.79
6_Month,30-39,14491,4604,13.97,4.44
1_Year,30-39,36212,18307,7.49,3.79
All,30-39,36608,19926,5.54,3.01
1_Month,40-49,888,169,24.03,4.57
3_Month,40-49,7981,1894,19.5,4.63
6_Month,40-49,13594,3548,13.14,3.43
1_Year,40-49,32571,13633,7.23,3.03
All,40-49,32923,14657,5.52,2.46
1_Month,50-59,655,95,17.34,2.51
3_Month,50-59,5838,1117,14.78,2.83
6_Month,50-59,9654,2092,10.14,2.2
1_Year,50-59,21234,7452,6.61,2.32
All,50-59,21451,7949,5.11,1.89
1_Month,60-69,570,58,12.32,1.25
3_Month,60-69,4595,672,10.35,1.51
6_Month,60-69,7342,1178,7.26,1.16
1_Year,60-69,13676,3972,5.44,1.58
All,60-69,13830,4177,4.4,1.33
1_Month,70-79,466,28,9.09,0.55
3_Month,70-79,3028,303,7.4,0.74
6_Month,70-79,4622,497,5.28,0.57
1_Year,70-79,7088,1267,4.26,0.76
All,70-79,7170,1357,3.61,0.68
1_Month,80+,274,27,10.24,1.01
3_Month,80+,2187,229,9.05,0.95
6_Month,80+,3092,346,6.73,0.75
1_Year,80+,4538,764,5.41,0.91
All,80+,4616,827,4.36,0.78
