age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,58,0,448,16.6,0,177.1,0,0,0,0,0,0
16-19,42,70,185,11.9,75.2,151.2,0,0,0,0,0,0
20-29,93,184,390,11.3,77.1,183.3,0,1,4,0,0.4,1.9
30-39,146,206,409,18.2,96.1,263.7,0,0,11,0,0,7.1
40-49,122,139,318,15,91.1,266.2,1,1,28,0.1,0.7,23.4
50-59,54,61,174,7.9,64.2,213.4,1,2,35,0.1,2.1,42.9
60-69,57,49,120,9.1,94.7,204.4,6,3,33,1,5.8,56.2
70-79,53,24,78,11.6,86.3,202.3,8,1,18,1.8,3.6,46.7
80-89,41,11,46,20.6,63.3,241.2,3,0,10,1.5,0,52.4
90+,7,4,11,16.5,54.9,150.7,0,1,5,0,13.7,68.5
