instituteDesc,occupancy,gOccupancy,occupancyDate
SOROKA MEDICAL CENTER         ,73.6,77.4,2022-06-06T00:00:00.000Z
Rabin K. HaSharon             ,78.9,61,2022-06-06T00:00:00.000Z
MEIR HOSPITAL                 ,81.5,95.6,2022-06-06T00:00:00.000Z
Hadassah Mount Scopus         ,83.3,66.3,2022-06-06T00:00:00.000Z
HACARMEL HOSPITAL             ,83,75.7,2022-06-06T00:00:00.000Z
YOSEPHTAL HOSPITAL            ,87.5,47.7,2022-06-06T00:00:00.000Z
WOOLFSON MEDICAL CENTER       ,88.1,73.1,2022-06-06T00:00:00.000Z
BNEI ZIOM MEDICAL CENTER      ,90.9,72.3,2022-06-06T00:00:00.000Z
ASSAF HAROFEH MEDICAL CENTER  ,91.9,65,2022-06-06T00:00:00.000Z
HAEMEK VALLEY CENTER HOSPITAL ,93.5,74.9,2022-06-06T00:00:00.000Z
PORIAH HOSPITAL               ,96.2,74.4,2022-06-06T00:00:00.000Z
BARZILAI MEDICAL CENTER       ,101.6,78,2022-06-06T00:00:00.000Z
Rambam                        ,102,84.9,2022-06-06T00:00:00.000Z
Laniado                       ,110.3,93.6,2022-06-06T00:00:00.000Z
Hadassah Ein Kerem            ,112.6,88,2022-06-06T00:00:00.000Z
      ZIV HOSPITAL            ,114.1,75.5,2022-06-06T00:00:00.000Z
NAHARIYA                      ,117.9,95.6,2022-06-06T00:00:00.000Z
Rabin K. Beilinson            ,119.8,89.6,2022-06-06T00:00:00.000Z
HILLEL YAFFEH MEDICAL CENTER  ,124,92.2,2022-06-06T00:00:00.000Z
KAPLAN HOSPITAL               ,130.7,113.3,2022-06-06T00:00:00.000Z
