age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,213,0,345,74.9,,37.3,0,0,0,0,,0
12-15,194,118,87,72,125.3,33.2,0,0,0,0,0,0
16-19,131,161,36,45.2,96.4,27.9,0,0,0,0,0,0
20-29,265,694,132,40.7,143.8,74.5,1,0,1,0.2,0,0.6
30-39,377,843,150,59.6,191.2,116.8,0,0,1,0,0,0.8
40-49,357,903,125,59.5,223.4,122.8,1,1,2,0.2,0.2,2
50-59,430,863,109,91.7,253.8,175.7,0,2,3,0,0.6,4.8
60-69,1544,582,127,320.5,287.4,215,9,4,2,1.9,2,3.4
70-79,1871,299,96,485.1,277.4,361.8,22,3,2,5.7,2.8,7.5
80+,958,123,65,468.5,216.9,362.1,18,5,2,8.8,8.8,11.1
