period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,212,999,4.14,19.52
3_Month,5-11,728,4962,1.64,11.16
6_Month,5-11,2054,40903,0.45,8.9
1_Year,5-11,2054,42426,0.35,7.2
All,5-11,2054,42657,0.3,6.17
1_Month,12-15,184,268,5.89,8.58
3_Month,12-15,816,1365,3.63,6.08
6_Month,12-15,6935,14990,3.13,6.76
1_Year,12-15,6998,16044,2.66,6.11
All,12-15,6998,16299,2.12,4.93
1_Month,16-19,226,72,10.21,3.25
3_Month,16-19,1220,591,6.08,2.95
6_Month,16-19,11170,8793,6.21,4.89
1_Year,16-19,11359,9785,5.45,4.7
All,16-19,11370,10066,3.91,3.46
1_Month,20-29,600,191,8.88,2.83
3_Month,20-29,3999,1389,6.46,2.24
6_Month,20-29,26419,16225,7.01,4.3
1_Year,20-29,26860,18348,6.03,4.12
All,20-29,26891,18804,4.48,3.13
1_Month,30-39,659,249,7.6,2.87
3_Month,30-39,4039,1524,5.55,2.09
6_Month,30-39,23938,14431,5.85,3.53
1_Year,30-39,24318,15966,5.07,3.33
All,30-39,24371,16286,4.1,2.74
1_Month,40-49,629,183,6.85,1.99
3_Month,40-49,3484,1163,4.95,1.65
6_Month,40-49,20910,10674,5.54,2.83
1_Year,40-49,21229,11606,4.92,2.69
All,40-49,21289,11842,4.02,2.24
1_Month,50-59,468,82,5.61,0.98
3_Month,50-59,2398,705,4.2,1.23
6_Month,50-59,12966,5714,5.09,2.24
1_Year,50-59,13139,6103,4.62,2.15
All,50-59,13185,6266,3.7,1.76
1_Month,60-69,351,54,3.92,0.6
3_Month,60-69,1629,362,3.24,0.72
6_Month,60-69,7383,3000,4.11,1.67
1_Year,60-69,7497,3139,3.78,1.58
All,60-69,7530,3223,3.08,1.32
1_Month,70-79,195,19,2.52,0.25
3_Month,70-79,751,115,2.1,0.32
6_Month,70-79,3000,852,2.94,0.84
1_Year,70-79,3067,895,2.74,0.8
All,70-79,3087,944,2.28,0.7
1_Month,80+,109,16,3.37,0.49
3_Month,80+,427,76,2.68,0.48
6_Month,80+,1771,467,3.64,0.96
1_Year,80+,1816,490,3.32,0.9
All,80+,1845,535,2.6,0.75
