age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,679,406,2343,384.9,416.8,251.9,0,0,1,0,0,0.1
12-15,221,583,461,144,290.2,173.2,1,0,0,0.7,0,0
16-19,124,1354,273,86.2,439.9,208.5,0,0,0,0,0,0
20-29,316,4727,856,106.6,567.8,489.6,0,1,1,0,0.1,0.6
30-39,507,5579,978,167.5,727.4,771.1,1,5,0,0.3,0.7,0
40-49,669,5478,795,233.8,765.5,795,2,8,3,0.7,1.1,3
50-59,1005,5230,611,448.4,895.1,1029.6,2,10,2,0.9,1.7,3.4
60-69,3702,6820,652,1376.2,1645.3,1128.6,19,28,7,7.1,6.8,12.1
70-79,4696,5888,508,2049.5,2202.5,2256.9,32,46,15,14,17.2,66.6
80+,3605,3179,487,2736.8,2455.1,2829.3,73,71,26,55.4,54.8,151
