instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,61.4,63.5,2022-07-12T00:00:00.000Z
Yosephtal Hospital            ,62.5,55.4,2022-07-12T00:00:00.000Z
Soroka Medical Center         ,66.7,78.5,2022-07-12T00:00:00.000Z
Hacarmel Hospital             ,67,82.2,2022-07-12T00:00:00.000Z
Bnei Ziom Medical Center      ,68.6,87.3,2022-07-12T00:00:00.000Z
Barzilai Medical Center       ,70.3,84.6,2022-07-12T00:00:00.000Z
Laniado                       ,70.5,87.5,2022-07-12T00:00:00.000Z
Meir Hospital                 ,73.5,86.2,2022-07-12T00:00:00.000Z
Poriah Hospital               ,73.1,78.9,2022-07-12T00:00:00.000Z
Haemek Valley Center Hospital ,74.2,75.6,2022-07-12T00:00:00.000Z
Assaf Harofeh Medical Center  ,76.1,76.5,2022-07-12T00:00:00.000Z
Hadassah Mount Scopus         ,80.6,69.8,2022-07-12T00:00:00.000Z
Nahariya                      ,83.2,90,2022-07-12T00:00:00.000Z
Rambam                        ,83.3,89.1,2022-07-12T00:00:00.000Z
      Ziv Hospital            ,84.4,68,2022-07-12T00:00:00.000Z
Kaplan Hospital               ,85.3,88.7,2022-07-12T00:00:00.000Z
Shmuel Harofe                 ,86.1,80.4,2022-07-12T00:00:00.000Z
Hillel Yaffeh Medical Center  ,91.1,90.3,2022-07-12T00:00:00.000Z
Assuta Ashdod                 ,98.3,100.7,2022-07-12T00:00:00.000Z
Woolfson Medical Center       ,99.6,80.8,2022-07-12T00:00:00.000Z
Hadassah Ein Kerem            ,102.9,92.2,2022-07-12T00:00:00.000Z
Rabin K. Beilinson            ,107,90.2,2022-07-12T00:00:00.000Z
Chaim Sheba Medical Center    ,116.3,103.2,2022-07-12T00:00:00.000Z
