age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,3201,4,7196,1095,,788.7,0,0,1,0,,0.1
12-15,2843,540,1605,843.9,1424.2,657,2,0,2,0.6,0,0.8
16-19,3695,581,986,914.2,985.4,855,3,0,2,0.7,0,1.7
20-29,7339,1051,1901,764.8,684.7,1046.5,2,0,2,0.2,0,1.1
30-39,9744,1384,2300,1060.8,1036.7,1711.4,9,1,9,1,0.7,6.7
40-49,9394,890,1802,1050.3,913.4,1734.2,10,5,11,1.1,5.1,10.6
50-59,6541,583,1236,892.7,879.5,1852.8,33,11,33,4.5,16.6,49.5
60-69,6657,535,1168,1022.1,1396.2,2200.9,65,13,44,10,33.9,82.9
70-79,4347,274,742,909.6,1253.3,3046.1,86,16,61,18,73.2,250.4
80-89,2381,178,535,1135.6,1219.9,4429.2,80,16,74,38.2,109.7,612.6
90+,900,57,193,1900.4,823.6,6607.3,29,5,13,61.2,72.2,445.1
