period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,771,20311,0.34,8.91
3_Month,5-11,1235,35044,0.3,8.6
6_Month,5-11,1235,36146,0.25,7.2
1_Year,5-11,1235,36624,0.22,6.66
All,5-11,1235,36709,0.19,5.77
1_Year,12-15,6101,14468,2.5,5.93
All,12-15,6101,14590,2.01,4.81
6_Month,12-15,6079,14079,2.73,6.31
3_Month,12-15,6012,13396,3.08,6.87
1_Month,12-15,3104,5777,3.18,5.91
All,16-19,9974,9360,3.74,3.51
6_Month,16-19,9859,8825,5.62,5.03
1_Month,16-19,4360,2445,5.75,3.22
1_Year,16-19,9965,9121,5.27,4.82
3_Month,16-19,9727,8157,6.24,5.24
All,20-29,22441,17167,4.24,3.24
6_Month,20-29,22242,16227,6.32,4.61
3_Month,20-29,21848,14759,7.13,4.82
1_Year,20-29,22430,16813,5.8,4.34
1_Month,20-29,10164,4769,6.92,3.25
6_Month,30-39,19670,13864,5.27,3.71
1_Year,30-39,19854,14293,4.88,3.51
All,30-39,19860,14511,3.88,2.84
1_Month,30-39,10127,5170,5.74,2.93
3_Month,30-39,19355,12777,5.93,3.92
3_Month,40-49,17000,9417,5.71,3.16
6_Month,40-49,17256,10060,5.22,3.04
1_Year,40-49,17408,10321,4.85,2.88
All,40-49,17420,10487,3.88,2.33
1_Month,40-49,8536,3698,5.29,2.29
1_Month,50-59,5258,1955,5.04,1.87
3_Month,50-59,10233,4977,5.37,2.61
6_Month,50-59,10367,5240,5.02,2.54
1_Year,50-59,10471,5351,4.66,2.38
All,50-59,10480,5479,3.59,1.88
1_Month,60-69,2700,1005,4.08,1.52
3_Month,60-69,5612,2602,4.5,2.09
6_Month,60-69,5679,2683,4.26,2.01
1_Year,60-69,5752,2738,3.94,1.88
All,60-69,5759,2797,3.04,1.48
All,70-79,2293,805,2.37,0.83
6_Month,70-79,2245,746,3.32,1.1
3_Month,70-79,2203,722,3.47,1.14
1_Month,70-79,1013,312,3.05,0.94
1_Year,70-79,2288,771,3.06,1.03
All,80-89,1013,348,2.42,0.83
1_Year,80-89,1003,320,3.31,1.06
6_Month,80-89,979,313,3.65,1.17
3_Month,80-89,962,305,3.88,1.23
1_Month,80-89,425,141,3.09,1.03
1_Month,90+,149,41,4.04,1.11
3_Month,90+,345,77,5.24,1.17
6_Month,90+,352,79,4.93,1.11
1_Year,90+,366,82,4.52,1.01
All,90+,369,93,3.09,0.78
