period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,845,28340,0.15,5.19
1_Year,5-11,845,28279,0.18,6
6_Month,5-11,845,28077,0.19,6.46
3_Month,5-11,845,26803,0.26,8.34
1_Month,5-11,821,26019,0.27,8.68
All,12-15,4881,12369,1.84,4.65
1_Year,12-15,4881,12274,2.29,5.76
6_Month,12-15,4875,12118,2.52,6.26
3_Month,12-15,4794,11238,3.03,7.11
1_Month,12-15,4610,10804,3.1,7.27
1_Month,16-19,7915,7134,6.41,5.78
3_Month,16-19,8206,7461,6.36,5.78
6_Month,16-19,8392,8316,5.43,5.38
1_Year,16-19,8431,8431,4.97,4.97
All,16-19,8437,8638,3.52,3.61
1_Month,20-29,17806,12843,7.27,5.25
3_Month,20-29,18483,13413,7.19,5.22
6_Month,20-29,18992,15255,5.95,4.78
1_Year,20-29,19048,15506,5.39,4.39
All,20-29,19055,15781,3.98,3.29
3_Month,30-39,15715,11260,6.02,4.32
All,30-39,16195,12961,3.64,2.91
1_Year,30-39,16191,12790,4.59,3.63
6_Month,30-39,16122,12584,4.98,3.89
1_Month,30-39,15209,10841,6.11,4.35
All,40-49,14326,9399,3.7,2.43
1_Year,40-49,14319,9277,4.69,3.04
6_Month,40-49,14254,9145,5.04,3.23
3_Month,40-49,13930,8359,5.9,3.54
1_Month,40-49,13420,8036,5.96,3.57
All,50-59,8592,4891,3.4,1.93
1_Year,50-59,8590,4786,4.49,2.5
6_Month,50-59,8540,4722,4.82,2.67
3_Month,50-59,8361,4408,5.51,2.9
1_Month,50-59,8058,4262,5.53,2.92
1_Month,60-69,4480,2234,4.68,2.33
3_Month,60-69,4632,2305,4.65,2.31
6_Month,60-69,4728,2406,4.13,2.1
1_Year,60-69,4768,2444,3.86,1.98
All,60-69,4773,2495,2.91,1.52
1_Month,70-79,1788,603,3.72,1.25
6_Month,70-79,1911,647,3.3,1.12
3_Month,70-79,1852,616,3.69,1.23
1_Year,70-79,1931,665,3.08,1.06
All,70-79,1935,697,2.32,0.84
1_Month,80-89,792,245,4.23,1.31
3_Month,80-89,811,252,4.18,1.3
6_Month,80-89,841,262,3.63,1.13
1_Year,80-89,853,266,3.33,1.04
All,80-89,862,294,2.37,0.81
All,90+,318,84,3.01,0.8
1_Year,90+,316,74,4.56,1.07
3_Month,90+,295,67,5.66,1.28
1_Month,90+,281,66,5.56,1.31
6_Month,90+,309,70,4.96,1.12
