age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2140,1,2710,732.8,,296,0,0,2,0,,0.2
12-15,1488,551,534,470.8,978.3,216,2,0,0,0.6,0,0
16-19,2304,286,319,579.3,443.7,273.9,1,0,0,0.3,0,0
20-29,5845,422,673,608.4,272.9,374.2,2,0,1,0.2,0,0.6
30-39,5678,536,749,616.8,403.3,561.1,6,2,5,0.7,1.5,3.7
40-49,5747,337,568,641.5,346.3,551.3,6,3,6,0.7,3.1,5.8
50-59,4111,160,445,559.7,241.3,684.8,15,3,21,2,4.5,32.3
60-69,3727,153,419,571.7,401.5,793.6,43,5,19,6.6,13.1,36
70-79,2524,75,298,525,343.8,1374.7,53,8,29,11,36.7,133.8
80-89,1027,50,183,487.3,344.9,1632.3,38,9,18,18,62.1,160.6
90+,288,19,66,598.8,274.2,2973,11,3,9,22.9,43.3,405.4
