age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2936,0,0,242.4,0,0,0,0,0,0
12-15,65,0,433,18.3,0,171.2,0,0,0,0,0,0
16-19,32,45,152,8.8,51.7,126.8,0,0,0,0,0,0
20-29,78,158,353,9.2,68.8,172.5,0,1,6,0,0.4,2.9
30-39,188,236,346,23,114,230.2,0,0,8,0,0,5.3
40-49,221,165,260,26.8,112.3,224.2,1,1,19,0.1,0.7,16.4
50-59,95,59,164,13.7,63.9,210,1,2,23,0.1,2.2,29.4
60-69,68,42,92,10.8,82.9,160.6,2,2,21,0.3,3.9,36.6
70-79,55,16,43,12,58.6,120.4,4,0,17,0.9,0,47.6
80-89,25,12,27,12.5,69.7,149.6,3,1,4,1.5,5.8,22.2
90+,2,1,6,4.7,13.6,88.5,0,0,2,0,0,29.5
