period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,154,303,19.42,38.21
3_Month,5-11,393,807,17.77,36.48
6_Month,5-11,2312,7231,10.74,33.58
1_Year,5-11,5315,51668,1.09,10.62
All,5-11,5319,53641,0.73,7.4
1_Month,12-15,316,153,38.21,18.5
3_Month,12-15,707,345,33.16,16.18
6_Month,12-15,1918,1776,18.97,17.57
1_Year,12-15,9531,17711,4.03,7.49
All,12-15,9642,19165,2.77,5.5
1_Month,16-19,926,119,47.1,6.05
3_Month,16-19,1826,243,44.46,5.92
6_Month,16-19,4205,958,29.11,6.63
1_Year,16-19,16402,10112,8.21,5.06
All,16-19,16675,11445,5.34,3.67
1_Month,20-29,2258,217,46.81,4.5
3_Month,20-29,4589,445,43.39,4.21
6_Month,20-29,12169,2376,27.2,5.31
1_Year,20-29,41444,19395,9.47,4.43
All,20-29,42072,22099,6.34,3.33
1_Month,30-39,2309,283,43.79,5.37
3_Month,30-39,4504,573,38.71,4.92
6_Month,30-39,13455,3062,24.73,5.63
1_Year,30-39,40487,18522,8.37,3.83
All,30-39,41067,20491,6.1,3.05
1_Month,40-49,2692,219,47.14,3.83
3_Month,40-49,5423,478,41.6,3.67
6_Month,40-49,13611,2405,24.64,4.35
1_Year,40-49,37798,13872,8.32,3.05
All,40-49,38296,15122,6.28,2.48
1_Month,50-59,2256,197,38.54,3.37
3_Month,50-59,4536,440,33.08,3.21
6_Month,50-59,10497,1583,19.3,2.91
1_Year,50-59,25646,7788,7.77,2.36
All,50-59,25943,8378,5.99,1.93
1_Month,60-69,1869,127,29.63,2.01
3_Month,60-69,3798,257,24.4,1.65
6_Month,60-69,8467,948,13.84,1.55
1_Year,60-69,17372,4185,6.59,1.59
All,60-69,17581,4425,5.33,1.34
1_Month,70-79,1226,71,20.04,1.16
3_Month,70-79,2621,145,16.54,0.92
6_Month,70-79,5664,458,9.83,0.79
1_Year,70-79,9627,1403,5.34,0.78
All,70-79,9735,1499,4.55,0.7
1_Month,80+,845,81,18.58,1.78
3_Month,80+,1749,157,16.48,1.48
6_Month,80+,3954,387,11.22,1.1
1_Year,80+,6251,913,6.68,0.98
All,80+,6334,983,5.45,0.85
