instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,71.1,66,2022-10-03T00:00:00.000Z
Woolfson Medical Center       ,74.6,77.2,2022-10-03T00:00:00.000Z
      Ziv Hospital            ,75,74.9,2022-10-03T00:00:00.000Z
Soroka Medical Center         ,77.1,80.1,2022-10-03T00:00:00.000Z
Hacarmel Hospital             ,80.2,81.4,2022-10-03T00:00:00.000Z
Bnei Ziom Medical Center      ,81,76.4,2022-10-03T00:00:00.000Z
Assaf Harofeh Medical Center  ,86.5,71.7,2022-10-03T00:00:00.000Z
Meir Hospital                 ,91.5,91.1,2022-10-03T00:00:00.000Z
Haemek Valley Center Hospital ,92.9,70.4,2022-10-03T00:00:00.000Z
Yosephtal Hospital            ,93.8,40,2022-10-03T00:00:00.000Z
Hadassah Mount Scopus         ,94.4,83,2022-10-03T00:00:00.000Z
Hillel Yaffeh Medical Center  ,95.9,75.9,2022-10-03T00:00:00.000Z
Poriah Hospital               ,98.7,83.7,2022-10-03T00:00:00.000Z
Kaplan Hospital               ,99.3,86.7,2022-10-03T00:00:00.000Z
Barzilai Medical Center       ,100.5,85.9,2022-10-03T00:00:00.000Z
Laniado                       ,100,108.9,2022-10-03T00:00:00.000Z
Shmuel Harofe                 ,105.6,85.6,2022-10-03T00:00:00.000Z
Chaim Sheba Medical Center    ,113,107.6,2022-10-03T00:00:00.000Z
Hadassah Ein Kerem            ,128.2,100.4,2022-10-03T00:00:00.000Z
,,38.5,2022-10-03T00:00:00.000Z
Rambam                        ,104.5,91.8,2022-10-03T00:00:00.000Z
Nahariya                      ,128.9,99.5,2022-10-03T00:00:00.000Z
Rabin K. Beilinson            ,138.8,112.6,2022-10-03T00:00:00.000Z
