period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,1003,32448,0.17,5.5
1_Year,5-11,1003,32381,0.2,6.34
6_Month,5-11,1003,32081,0.21,6.77
3_Month,5-11,1003,30840,0.28,8.49
1_Month,5-11,927,28886,0.28,8.83
All,12-15,5462,13443,1.93,4.75
1_Year,12-15,5462,13337,2.4,5.85
6_Month,12-15,5451,13137,2.6,6.27
3_Month,12-15,5373,12282,3.07,7.01
1_Month,12-15,4839,10915,3.13,7.05
1_Month,16-19,7724,6577,6.19,5.27
3_Month,16-19,8908,7835,6.32,5.56
6_Month,16-19,9082,8664,5.49,5.24
1_Year,16-19,9140,8803,5.11,4.92
All,16-19,9147,9023,3.64,3.59
1_Month,20-29,17584,12058,7.19,4.93
3_Month,20-29,19969,14067,7.17,5.05
6_Month,20-29,20453,15840,6.06,4.69
1_Year,20-29,20539,16157,5.56,4.37
All,20-29,20549,16453,4.11,3.29
3_Month,30-39,17376,11993,5.99,4.13
All,30-39,17865,13705,3.76,2.89
1_Year,30-39,17860,13513,4.72,3.57
6_Month,30-39,17777,13281,5.07,3.79
1_Month,30-39,15887,10737,6.05,4.09
All,40-49,15726,9928,3.79,2.4
1_Year,40-49,15718,9793,4.77,2.97
6_Month,40-49,15634,9633,5.08,3.13
3_Month,40-49,15319,8875,5.82,3.37
1_Month,40-49,13820,7876,5.81,3.31
All,50-59,9443,5177,3.5,1.92
1_Year,50-59,9439,5065,4.58,2.46
6_Month,50-59,9376,4994,4.88,2.6
3_Month,50-59,9204,4686,5.46,2.78
1_Month,50-59,8321,4152,5.42,2.71
1_Month,60-69,4589,2203,4.58,2.2
3_Month,60-69,5059,2460,4.59,2.23
6_Month,60-69,5150,2556,4.17,2.07
1_Year,60-69,5197,2599,3.9,1.95
All,60-69,5203,2652,2.98,1.52
1_Month,70-79,1830,600,3.65,1.2
6_Month,70-79,2075,690,3.33,1.11
3_Month,70-79,2021,661,3.64,1.19
1_Year,70-79,2102,711,3.11,1.05
All,70-79,2106,744,2.38,0.84
1_Month,80-89,798,255,4.02,1.28
3_Month,80-89,865,281,4.01,1.3
6_Month,80-89,892,290,3.57,1.16
1_Year,80-89,906,296,3.29,1.08
All,80-89,916,324,2.38,0.84
All,90+,345,88,3.09,0.79
1_Year,90+,343,77,4.6,1.03
3_Month,90+,321,71,5.52,1.22
1_Month,90+,289,63,5.34,1.16
6_Month,90+,332,74,4.94,1.1
