age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,1885,0,0,167.7,0,0,0,0,0,0
12-15,101,0,342,28.4,0,135.8,0,0,0,0,0,0
16-19,47,38,101,12.7,45.9,84.7,0,0,1,0,0,0.8
20-29,123,106,201,14.3,47.5,100.6,0,1,3,0,0.4,1.5
30-39,277,169,225,33.4,83.9,153,1,0,6,0.1,0,4.1
40-49,228,112,170,27.4,78.4,149.5,1,0,16,0.1,0,14.1
50-59,111,37,107,15.9,41.1,141.1,1,1,19,0.1,1.1,25
60-69,80,27,71,12.6,54.3,126.3,1,4,15,0.2,8,26.7
70-79,46,15,32,9.9,55.8,95.3,3,2,8,0.6,7.4,23.8
80-89,20,5,23,9.9,29.3,132.5,2,0,5,1,0,28.8
90+,2,2,6,4.6,27.1,93.9,0,1,1,0,13.6,15.7
