instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,60.5,58.5,2022-08-17T00:00:00.000Z
Poriah Hospital               ,66.7,78.6,2022-08-17T00:00:00.000Z
Soroka Medical Center         ,70.9,79.4,2022-08-17T00:00:00.000Z
Woolfson Medical Center       ,75.8,79.2,2022-08-17T00:00:00.000Z
Haemek Valley Center Hospital ,78.7,79.8,2022-08-17T00:00:00.000Z
Hacarmel Hospital             ,79.2,77.9,2022-08-17T00:00:00.000Z
      Ziv Hospital            ,79.7,75.8,2022-08-17T00:00:00.000Z
Assaf Harofeh Medical Center  ,79.9,72.5,2022-08-17T00:00:00.000Z
Yosephtal Hospital            ,81.3,56.9,2022-08-17T00:00:00.000Z
Meir Hospital                 ,82,83,2022-08-17T00:00:00.000Z
Bnei Ziom Medical Center      ,86.8,97.7,2022-08-17T00:00:00.000Z
Hadassah Mount Scopus         ,86.1,79.2,2022-08-17T00:00:00.000Z
Hillel Yaffeh Medical Center  ,89,89.5,2022-08-17T00:00:00.000Z
Laniado                       ,89.7,103.6,2022-08-17T00:00:00.000Z
Barzilai Medical Center       ,93.2,87.9,2022-08-17T00:00:00.000Z
Rambam                        ,100,92.4,2022-08-17T00:00:00.000Z
Shmuel Harofe                 ,102.8,84.2,2022-08-17T00:00:00.000Z
Kaplan Hospital               ,105.3,89.2,2022-08-17T00:00:00.000Z
Nahariya                      ,112.1,97.1,2022-08-17T00:00:00.000Z
Assuta Ashdod                 ,115.3,112.3,2022-08-17T00:00:00.000Z
Rabin K. Beilinson            ,119.8,99.8,2022-08-17T00:00:00.000Z
Hadassah Ein Kerem            ,123.3,94.3,2022-08-17T00:00:00.000Z
,,36.3,2022-08-17T00:00:00.000Z
