period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,149,272,20.75,37.88
3_Month,5-11,405,812,18.28,36.64
6_Month,5-11,1924,5666,11.53,33.95
1_Year,5-11,5318,51182,1.11,10.7
All,5-11,5342,53676,0.74,7.4
1_Month,12-15,265,138,36.65,19.09
3_Month,12-15,728,357,33.86,16.6
6_Month,12-15,1715,1472,20.36,17.48
1_Year,12-15,9436,17431,4.08,7.54
All,12-15,9677,19184,2.78,5.5
1_Month,16-19,901,110,49.02,5.98
3_Month,16-19,1966,248,45.76,5.77
6_Month,16-19,3965,829,31.61,6.61
1_Year,16-19,16350,9880,8.32,5.03
All,16-19,16850,11461,5.39,3.67
1_Month,20-29,2192,200,48.03,4.38
3_Month,20-29,4874,454,44.55,4.15
6_Month,20-29,11261,1993,29,5.13
1_Year,20-29,41325,19021,9.6,4.42
All,20-29,42488,22126,6.39,3.33
1_Month,30-39,2174,258,44.58,5.29
3_Month,30-39,4739,581,40.02,4.91
6_Month,30-39,12252,2578,26.32,5.54
1_Year,30-39,40480,18281,8.48,3.83
All,30-39,41422,20527,6.15,3.05
1_Month,40-49,2557,208,47.81,3.89
3_Month,40-49,5736,481,43.15,3.62
6_Month,40-49,12602,2060,26.44,4.32
1_Year,40-49,37857,13672,8.44,3.05
All,40-49,38750,15148,6.35,2.48
1_Month,50-59,2120,180,38.96,3.31
3_Month,50-59,4749,437,34.34,3.16
6_Month,50-59,9851,1377,20.86,2.92
1_Year,50-59,25758,7700,7.87,2.35
All,50-59,26293,8392,6.05,1.93
1_Month,60-69,1754,120,29.74,2.03
3_Month,60-69,3936,265,25.32,1.7
6_Month,60-69,7974,835,14.91,1.56
1_Year,60-69,17539,4149,6.69,1.58
All,60-69,17854,4443,5.4,1.34
1_Month,70-79,1196,65,20.97,1.14
3_Month,70-79,2676,141,17.35,0.91
6_Month,70-79,5429,408,10.62,0.8
1_Year,70-79,9772,1394,5.43,0.78
All,70-79,9926,1500,4.62,0.7
1_Month,80+,813,66,18.72,1.52
3_Month,80+,1801,153,16.95,1.44
6_Month,80+,3805,368,11.87,1.15
1_Year,80+,6360,910,6.78,0.97
All,80+,6472,986,5.54,0.84
