period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,304,2047,1.63,10.95
3_Month,5-11,1303,21679,0.55,9.14
6_Month,5-11,1843,39709,0.4,8.61
1_Year,5-11,1843,41158,0.32,7.06
All,5-11,1843,41335,0.27,6.04
1_Month,12-15,338,530,3.85,6.04
3_Month,12-15,3360,5779,3.29,5.65
6_Month,12-15,6810,14645,3.1,6.68
1_Year,12-15,6900,15644,2.66,6.04
All,12-15,6900,15832,2.11,4.84
1_Month,16-19,511,236,6.75,3.12
3_Month,16-19,4712,2346,5.73,2.85
6_Month,16-19,10950,8693,6.15,4.89
1_Year,16-19,11187,9606,5.44,4.67
All,16-19,11196,9880,3.89,3.43
1_Month,20-29,1759,542,6.92,2.13
3_Month,20-29,11858,4583,6.7,2.59
6_Month,20-29,25829,15912,6.98,4.3
1_Year,20-29,26388,17852,6.04,4.09
All,20-29,26412,18290,4.47,3.09
1_Month,30-39,1999,624,5.97,1.86
3_Month,30-39,11983,5097,5.59,2.38
6_Month,30-39,23261,14037,5.81,3.51
1_Year,30-39,23719,15435,5.06,3.29
All,30-39,23759,15738,4.07,2.7
1_Month,40-49,1688,488,5.38,1.55
3_Month,40-49,10056,3697,5.04,1.85
6_Month,40-49,20315,10353,5.53,2.82
1_Year,40-49,20684,11188,4.93,2.67
All,40-49,20723,11409,4,2.2
1_Month,50-59,1151,295,4.39,1.12
3_Month,50-59,6376,2018,4.64,1.47
6_Month,50-59,12487,5549,5.1,2.27
1_Year,50-59,12690,5885,4.63,2.15
All,50-59,12729,6040,3.69,1.75
1_Month,60-69,776,155,3.21,0.64
3_Month,60-69,3503,1045,3.61,1.08
6_Month,60-69,6993,2904,4.14,1.72
1_Year,60-69,7116,3017,3.81,1.61
All,60-69,7140,3094,3.06,1.33
1_Month,70-79,370,49,2.2,0.29
3_Month,70-79,1365,325,2.46,0.59
6_Month,70-79,2785,807,3.02,0.87
1_Year,70-79,2853,844,2.79,0.83
All,70-79,2871,890,2.29,0.71
1_Month,80-89,153,26,2.38,0.4
3_Month,80-89,583,149,2.71,0.69
6_Month,80-89,1207,354,3.41,1
1_Year,80-89,1245,365,3.1,0.91
All,80-89,1259,396,2.4,0.76
1_Month,90+,57,5,3.6,0.32
3_Month,90+,203,38,3.75,0.7
6_Month,90+,428,88,4.72,0.97
1_Year,90+,445,91,4.31,0.88
All,90+,453,104,3.14,0.72
