age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,129,0,1092,38.3,0,428.8,0,0,1,0,0,0.4
16-19,130,200,507,38.8,202.6,401.7,0,0,0,0,0,0
20-29,306,559,872,39.1,225.2,390,1,2,11,0.1,0.8,4.9
30-39,392,632,908,50.6,284.6,563.2,0,0,17,0,0,10.5
40-49,329,414,654,41.4,261.8,526.2,2,2,47,0.3,1.3,37.8
50-59,171,212,377,25.5,215.6,442,8,8,65,1.2,8.1,76.2
60-69,147,138,260,23.6,258.4,428.6,17,4,50,2.7,7.5,82.4
70-79,112,69,177,24.8,239.8,430.4,17,7,38,3.8,24.3,92.4
80-89,96,41,103,48.7,230.6,512.3,10,4,19,5.1,22.5,94.5
90+,28,7,25,66.9,95.3,321.8,2,1,5,4.8,13.6,64.4
