day_date,age_group,verified_amount_vaccinated,verified_amount_expired,verified_amount_not_vaccinated,verified_vaccinated_normalized,verified_expired_normalized,verified_not_vaccinated_normalized
2021-01-17T00:00:00.000Z,מתחת לגיל 60,1,0,4417,6.4,0,66.4
2021-01-17T00:00:00.000Z,מעל גיל 60,0,0,241,0,0,51
2021-01-17T00:00:00.000Z,כלל האוכלוסיה,1,0,4695,3.9,0,65.9
2021-01-18T00:00:00.000Z,מתחת לגיל 60,2,0,8277,7.9,0,125.5
2021-01-18T00:00:00.000Z,מעל גיל 60,3,0,346,14.9,0,74.2
2021-01-18T00:00:00.000Z,כלל האוכלוסיה,5,0,8705,11,0,123.3
2021-01-19T00:00:00.000Z,מתחת לגיל 60,6,0,6946,15.7,0,106.4
2021-01-19T00:00:00.000Z,מעל גיל 60,2,0,320,4.6,0,69.7
2021-01-19T00:00:00.000Z,כלל האוכלוסיה,8,0,7322,9.8,0,104.8
2021-01-20T00:00:00.000Z,מעל גיל 60,9,0,324,10.6,0,71.5
2021-01-20T00:00:00.000Z,מתחת לגיל 60,8,0,6783,14.6,0,105
2021-01-20T00:00:00.000Z,כלל האוכלוסיה,17,0,7158,12.2,0,103.6
2021-01-21T00:00:00.000Z,כלל האוכלוסיה,23,0,6260,11,0,91.5
2021-01-21T00:00:00.000Z,מתחת לגיל 60,15,0,5914,20.7,0,92.5
2021-01-21T00:00:00.000Z,מעל גיל 60,8,0,299,5.8,0,67
2021-01-22T00:00:00.000Z,כלל האוכלוסיה,25,0,6317,10.1,0,92.9
2021-01-22T00:00:00.000Z,מתחת לגיל 60,7,0,6033,8.7,0,94.9
2021-01-22T00:00:00.000Z,מעל גיל 60,17,0,253,10.2,0,57.1
2021-01-23T00:00:00.000Z,כלל האוכלוסיה,12,0,2011,4.4,0,29.7
2021-01-23T00:00:00.000Z,מתחת לגיל 60,5,0,1872,5.9,0,29.6
2021-01-23T00:00:00.000Z,מעל גיל 60,7,0,122,3.7,0,27.7
2021-01-24T00:00:00.000Z,מתחת לגיל 60,8,0,3861,7.4,0,61.7
2021-01-24T00:00:00.000Z,כלל האוכלוסיה,29,0,4096,8.1,0,61.2
2021-01-24T00:00:00.000Z,מעל גיל 60,21,0,195,8.3,0,45
2021-01-25T00:00:00.000Z,מעל גיל 60,49,0,322,14.7,0,75.5
2021-01-25T00:00:00.000Z,כלל האוכלוסיה,72,0,7396,15,0,111.8
2021-01-25T00:00:00.000Z,מתחת לגיל 60,23,0,7032,15.6,0,113.7
2021-01-26T00:00:00.000Z,מעל גיל 60,65,0,298,15.4,0,71
2021-01-26T00:00:00.000Z,כלל האוכלוסיה,94,0,6597,15.2,0,101
2021-01-26T00:00:00.000Z,מתחת לגיל 60,29,0,6248,14.9,0,102.2
2021-01-27T00:00:00.000Z,מתחת לגיל 60,42,0,6080,16.8,0,100.6
2021-01-27T00:00:00.000Z,כלל האוכלוסיה,117,0,6438,15.4,0,99.7
2021-01-27T00:00:00.000Z,מעל גיל 60,75,0,262,14.7,0,63.3
2021-01-28T00:00:00.000Z,מעל גיל 60,119,0,273,19.7,0,66.8
2021-01-28T00:00:00.000Z,כלל האוכלוסיה,173,0,5859,18.7,0,91.9
2021-01-28T00:00:00.000Z,מתחת לגיל 60,54,0,5545,16.8,0,92.9
2021-01-29T00:00:00.000Z,כלל האוכלוסיה,129,0,5556,12.9,0,87.6
2021-01-29T00:00:00.000Z,מתחת לגיל 60,38,0,5320,10.7,0,89.6
2021-01-29T00:00:00.000Z,מעל גיל 60,91,0,204,14.1,0,50.2
2021-01-30T00:00:00.000Z,כלל האוכלוסיה,37,0,2139,3.5,0,33.9
2021-01-30T00:00:00.000Z,מעל גיל 60,26,0,113,3.9,0,27.9
2021-01-30T00:00:00.000Z,מתחת לגיל 60,11,0,2011,2.9,0,34.1
2021-01-31T00:00:00.000Z,כלל האוכלוסיה,104,0,4109,8.7,0,65.9
