period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,62,150,13.57,32.82
3_Month,5-11,576,1462,13.14,33.34
6_Month,5-11,3189,11517,8.24,29.76
1_Year,5-11,4983,51274,1,10.26
All,5-11,4983,52971,0.69,7.32
1_Month,12-15,105,56,26.12,13.93
3_Month,12-15,534,467,19.34,16.91
6_Month,12-15,2262,2864,11.54,14.61
1_Year,12-15,8976,17562,3.76,7.35
All,12-15,9033,18868,2.61,5.44
1_Month,16-19,210,38,33.28,6.02
3_Month,16-19,871,212,26.87,6.54
6_Month,16-19,3923,1259,19.31,6.2
1_Year,16-19,14839,9986,7.48,5.04
All,16-19,15047,11237,4.88,3.64
1_Month,20-29,567,81,31.36,4.48
3_Month,20-29,2641,508,25.28,4.86
6_Month,20-29,11830,3159,18.76,5.01
1_Year,20-29,37548,19198,8.66,4.43
All,20-29,38024,21730,5.8,3.32
1_Month,30-39,624,108,27.07,4.69
3_Month,30-39,3051,698,23.61,5.4
6_Month,30-39,13575,4030,17.17,5.1
1_Year,30-39,36719,18207,7.66,3.8
All,30-39,37149,20019,5.6,3.02
1_Month,40-49,720,103,28.19,4.03
3_Month,40-49,3158,591,23.06,4.32
6_Month,40-49,13004,3106,16.15,3.86
1_Year,40-49,33180,13589,7.4,3.03
All,40-49,33557,14737,5.6,2.46
1_Month,50-59,631,74,21.4,2.51
3_Month,50-59,2465,354,17.51,2.52
6_Month,50-59,9364,1839,12.22,2.4
1_Year,50-59,21785,7464,6.77,2.32
All,50-59,22016,8008,5.21,1.9
1_Month,60-69,648,38,16.66,0.98
3_Month,60-69,2164,226,12.65,1.32
6_Month,60-69,7301,1045,8.66,1.24
1_Year,60-69,14250,3984,5.62,1.57
All,60-69,14411,4205,4.53,1.32
1_Month,70-79,506,24,11.6,0.55
3_Month,70-79,1640,110,9.25,0.62
6_Month,70-79,4745,457,6.18,0.6
1_Year,70-79,7514,1282,4.43,0.76
All,70-79,7603,1375,3.75,0.68
1_Month,80+,306,24,12.2,0.96
3_Month,80+,1171,107,11.06,1.01
6_Month,80+,3170,329,7.73,0.8
1_Year,80+,4798,778,5.6,0.91
All,80+,4877,845,4.52,0.78
