period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,173,358,17.85,36.95
3_Month,5-11,459,1027,15.52,34.72
6_Month,5-11,3145,10858,9.18,31.68
1_Year,5-11,5156,51578,1.04,10.43
All,5-11,5156,53328,0.71,7.36
1_Month,12-15,281,133,31.47,14.89
3_Month,12-15,631,405,25.07,16.09
6_Month,12-15,2369,2740,13.56,15.68
1_Year,12-15,9252,17668,3.88,7.4
All,12-15,9313,19000,2.68,5.47
1_Month,16-19,646,85,44.37,5.84
3_Month,16-19,1081,185,36.57,6.26
6_Month,16-19,4379,1269,22.18,6.43
1_Year,16-19,15481,10051,7.77,5.04
All,16-19,15693,11322,5.06,3.65
1_Month,20-29,1694,147,44.08,3.83
3_Month,20-29,2859,342,35.64,4.26
6_Month,20-29,13006,3121,21.37,5.13
1_Year,20-29,39230,19299,8.99,4.42
All,20-29,39716,21876,6.03,3.32
1_Month,30-39,1515,169,37.98,4.24
3_Month,30-39,2921,435,30.84,4.59
6_Month,30-39,14475,3969,19.37,5.31
1_Year,30-39,38215,18336,7.93,3.81
All,30-39,38656,20190,5.79,3.03
1_Month,40-49,1939,160,41.43,3.42
3_Month,40-49,3526,415,32.61,3.84
6_Month,40-49,14380,3113,18.79,4.07
1_Year,40-49,35099,13725,7.77,3.04
All,40-49,35491,14896,5.88,2.47
1_Month,50-59,1562,164,32.92,3.46
3_Month,50-59,2820,332,24.85,2.93
6_Month,50-59,10533,1932,14.28,2.62
1_Year,50-59,23333,7618,7.16,2.34
All,50-59,23574,8174,5.52,1.91
1_Month,60-69,1224,91,23.16,1.72
3_Month,60-69,2406,182,17.73,1.34
6_Month,60-69,8223,1082,10.11,1.33
1_Year,60-69,15471,4068,5.99,1.57
All,60-69,15635,4294,4.84,1.33
1_Month,70-79,853,50,16.08,0.94
3_Month,70-79,1786,102,12.4,0.71
6_Month,70-79,5441,481,7.24,0.64
1_Year,70-79,8363,1330,4.79,0.76
All,70-79,8456,1423,4.07,0.68
1_Month,80+,585,51,16.48,1.44
3_Month,80+,1148,97,13.48,1.14
6_Month,80+,3652,360,8.78,0.87
1_Year,80+,5379,825,6.04,0.93
All,80+,5459,895,4.9,0.8
