period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,377,1116,11.36,33.62
3_Month,5-11,2705,9875,8.54,31.16
6_Month,5-11,3474,15584,4.05,18.18
1_Year,5-11,4690,51621,0.8,8.79
All,5-11,4690,52262,0.65,7.24
1_Month,12-15,229,255,15.28,17.01
3_Month,12-15,1746,2366,11.48,15.55
6_Month,12-15,2649,3890,6.36,9.34
1_Year,12-15,8658,17967,3.28,6.8
All,12-15,8672,18593,2.51,5.39
1_Month,16-19,577,162,25.21,7.08
3_Month,16-19,3312,1085,19.56,6.41
6_Month,16-19,4671,1745,11.46,4.28
1_Year,16-19,14480,10568,6.71,4.9
All,16-19,14595,11131,4.75,3.63
1_Month,20-29,1980,441,23.58,5.25
3_Month,20-29,10145,2782,19.07,5.23
6_Month,20-29,14450,4278,11.84,3.51
1_Year,20-29,36591,20521,7.73,4.33
All,20-29,36787,21518,5.65,3.31
1_Month,30-39,2256,580,22.4,5.76
3_Month,30-39,11551,3551,17.53,5.39
6_Month,30-39,15893,5177,10.84,3.53
1_Year,30-39,35468,19053,6.83,3.67
All,30-39,35667,19745,5.42,3
1_Month,40-49,2014,445,20.37,4.5
3_Month,40-49,10846,2705,16.33,4.07
6_Month,40-49,14540,3915,10.12,2.73
1_Year,40-49,31692,14003,6.69,2.96
All,40-49,31890,14465,5.38,2.44
1_Month,50-59,1578,252,16.23,2.59
3_Month,50-59,7715,1601,12.24,2.54
6_Month,50-59,10252,2324,8.27,1.87
1_Year,50-59,20568,7566,6.23,2.29
All,50-59,20700,7831,4.98,1.88
1_Month,60-69,1256,167,11.07,1.47
3_Month,60-69,5809,903,8.48,1.32
6_Month,60-69,7403,1286,6.17,1.07
1_Year,60-69,13060,3971,5.16,1.57
All,60-69,13169,4104,4.26,1.33
1_Month,70-79,863,72,8.08,0.67
3_Month,70-79,3646,382,5.95,0.62
6_Month,70-79,4343,503,4.51,0.52
1_Year,70-79,6578,1249,4.02,0.76
All,70-79,6631,1318,3.44,0.68
1_Month,80+,767,86,10.92,1.22
3_Month,80+,2479,263,7.45,0.79
6_Month,80+,2894,347,5.9,0.71
1_Year,80+,4215,740,5.08,0.89
All,80+,4275,796,4.16,0.78
