age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,15,80,215,148.6,35.3,22.9,0,0,0,0,0,0
12-15,7,104,64,51.7,32,23.5,0,0,0,0,0,0
16-19,11,218,43,80,50.4,32.3,0,0,0,0,0,0
20-29,30,824,146,75,75.8,85.2,0,3,2,0,0.3,1.2
30-39,27,882,187,63.1,86.1,149.6,0,1,1,0,0.1,0.8
40-49,39,1035,148,90.9,108.1,150.8,0,0,0,0,0,0
50-59,50,1000,143,116,130.4,254.8,0,4,5,0,0.5,8.9
60-69,143,2166,200,359.5,336.1,354.9,1,23,3,2.5,3.6,5.3
70-79,125,2550,161,428.2,539.9,938.3,3,25,6,10.3,5.3,35
80+,104,2146,192,749.1,864.8,1182,3,35,12,21.6,14.1,73.9
