period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,162,481,11.23,33.33
3_Month,5-11,2686,9705,8.83,31.9
6_Month,5-11,3401,14584,4.62,19.81
1_Year,5-11,4747,51422,0.85,9.21
All,5-11,4747,52422,0.66,7.26
1_Month,12-15,140,149,17.37,18.49
3_Month,12-15,1729,2299,12.11,16.1
6_Month,12-15,2539,3651,6.99,10.05
1_Year,12-15,8702,17679,3.42,6.95
All,12-15,8729,18637,2.53,5.4
1_Month,16-19,262,74,24.88,7.03
3_Month,16-19,3288,1080,20.2,6.64
6_Month,16-19,4493,1658,12.49,4.61
1_Year,16-19,14516,10269,6.99,4.94
All,16-19,14680,11156,4.78,3.63
1_Month,20-29,926,189,23.74,4.84
3_Month,20-29,10137,2759,19.84,5.4
6_Month,20-29,14112,4137,12.56,3.68
1_Year,20-29,36749,19990,8.08,4.4
All,20-29,37079,21579,5.69,3.31
1_Month,30-39,1022,262,22.1,5.67
3_Month,30-39,11553,3511,18.24,5.54
6_Month,30-39,15576,5030,11.5,3.71
1_Year,30-39,35696,18729,7.11,3.73
All,30-39,35972,19815,5.46,3.01
1_Month,40-49,1026,195,21.09,4.01
3_Month,40-49,10912,2660,17.11,4.17
6_Month,40-49,14387,3829,10.77,2.87
1_Year,40-49,31987,13826,6.93,3
All,40-49,32264,14521,5.43,2.44
1_Month,50-59,802,122,16.6,2.53
3_Month,50-59,7732,1593,12.79,2.64
6_Month,50-59,10121,2291,8.64,1.95
1_Year,50-59,20786,7525,6.4,2.32
All,50-59,20955,7873,5.02,1.89
1_Month,60-69,676,101,11.41,1.71
3_Month,60-69,5848,912,8.87,1.38
6_Month,60-69,7468,1272,6.43,1.1
1_Year,60-69,13273,3975,5.28,1.58
All,60-69,13405,4138,4.31,1.33
1_Month,70-79,507,47,8.68,0.8
3_Month,70-79,3703,390,6.26,0.66
6_Month,70-79,4462,505,4.7,0.53
1_Year,70-79,6743,1263,4.11,0.77
All,70-79,6812,1337,3.5,0.69
1_Month,80+,435,35,11.8,0.95
3_Month,80+,2556,263,7.85,0.81
6_Month,80+,2981,341,6.14,0.7
1_Year,80+,4339,744,5.23,0.9
All,80+,4409,803,4.25,0.77
