age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,10,112,266,136.7,49.3,28.3,0,0,0,0,0,0
12-15,10,143,51,110.2,43.7,18.6,0,0,0,0,0,0
16-19,11,178,46,144.8,40.7,34.4,0,0,0,0,0,0
20-29,24,615,107,100.8,55.7,62.8,0,2,2,0,0.2,1.2
30-39,24,721,144,96.9,69.2,115.4,0,0,0,0,0,0
40-49,36,778,102,134.7,79.9,104.6,0,1,0,0,0.1,0
50-59,44,733,87,143.6,93.9,158,0,5,4,0,0.6,7.3
60-69,104,1241,100,317.2,190.5,178.1,1,16,5,3,2.5,8.9
70-79,105,1415,72,419.8,296.1,459.2,4,18,8,16,3.8,51
80+,53,1084,76,459,432.2,478.8,0,28,7,0,11.2,44.1
