period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,182,1005,2.56,14.16
3_Month,5-11,881,9159,0.93,9.72
6_Month,5-11,1881,40230,0.41,8.73
1_Year,5-11,1881,41686,0.32,7.12
All,5-11,1881,41891,0.27,6.1
1_Month,12-15,164,254,4.61,7.13
3_Month,12-15,1431,2443,3.29,5.61
6_Month,12-15,6828,14811,3.1,6.73
1_Year,12-15,6887,15824,2.65,6.08
All,12-15,6887,16048,2.1,4.89
1_Month,16-19,245,114,8.13,3.78
3_Month,16-19,2032,913,5.57,2.5
6_Month,16-19,10997,8755,6.16,4.9
1_Year,16-19,11177,9731,5.41,4.71
All,16-19,11188,10008,3.87,3.46
1_Month,20-29,756,252,7.83,2.61
3_Month,20-29,5800,2046,6.31,2.23
6_Month,20-29,25950,16102,6.97,4.32
1_Year,20-29,26374,18194,5.99,4.14
All,20-29,26401,18639,4.44,3.13
1_Month,30-39,932,274,6.59,1.94
3_Month,30-39,5923,2241,5.34,2.02
6_Month,30-39,23442,14258,5.81,3.53
1_Year,30-39,23804,15773,5.04,3.34
All,30-39,23850,16083,4.06,2.74
1_Month,40-49,786,232,5.74,1.69
3_Month,40-49,5010,1643,4.75,1.56
6_Month,40-49,20435,10541,5.51,2.84
1_Year,40-49,20729,11453,4.89,2.7
All,40-49,20774,11683,3.98,2.24
1_Month,50-59,553,133,4.65,1.12
3_Month,50-59,3326,962,4.25,1.23
6_Month,50-59,12594,5653,5.08,2.28
1_Year,50-59,12756,6034,4.6,2.17
All,50-59,12798,6193,3.67,1.77
1_Month,60-69,426,79,3.44,0.64
3_Month,60-69,1986,496,3.23,0.81
6_Month,60-69,7088,2958,4.11,1.71
1_Year,60-69,7190,3096,3.77,1.62
All,60-69,7216,3175,3.04,1.34
1_Month,70-79,217,33,2.28,0.35
3_Month,70-79,812,166,2.06,0.42
6_Month,70-79,2837,835,2.97,0.88
1_Year,70-79,2899,878,2.75,0.83
All,70-79,2917,925,2.27,0.72
1_Month,80+,159,26,3.29,0.54
3_Month,80+,502,105,2.76,0.58
6_Month,80+,1692,456,3.69,0.99
1_Year,80+,1739,479,3.35,0.92
All,80+,1763,523,2.58,0.77
