instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-11-10T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-11-10T00:00:00.000Z
,,,2022-11-10T00:00:00.000Z
Assuta Ashdod                 ,,,2022-11-10T00:00:00.000Z
Bnei Ziom Medical Center      ,84.3,91.5,2022-11-10T00:00:00.000Z
Barzilai Medical Center       ,97.9,81,2022-11-10T00:00:00.000Z
,,,2022-11-10T00:00:00.000Z
Hadassah Mount Scopus         ,80.6,83.3,2022-11-10T00:00:00.000Z
Hadassah Ein Kerem            ,,,2022-11-10T00:00:00.000Z
Hacarmel Hospital             ,,,2022-11-10T00:00:00.000Z
Hillel Yaffeh Medical Center  ,87.7,81.2,2022-11-10T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-11-10T00:00:00.000Z
The Holy Family               ,,,2022-11-10T00:00:00.000Z
,,,2022-11-10T00:00:00.000Z
Woolfson Medical Center       ,65.6,69.3,2022-11-10T00:00:00.000Z
      Ziv Hospital            ,73.4,77.5,2022-11-10T00:00:00.000Z
Yosephtal Hospital            ,,,2022-11-10T00:00:00.000Z
Laniado                       ,85.9,82.7,2022-11-10T00:00:00.000Z
Meir Hospital                 ,,,2022-11-10T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-11-10T00:00:00.000Z
Nahariya                      ,94.7,85.2,2022-11-10T00:00:00.000Z
Soroka Medical Center         ,,,2022-11-10T00:00:00.000Z
,,,2022-11-10T00:00:00.000Z
Poriah Hospital               ,74.4,77.5,2022-11-10T00:00:00.000Z
Kaplan Hospital               ,,,2022-11-10T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-11-10T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-11-10T00:00:00.000Z
Rambam                        ,98.5,85.7,2022-11-10T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2022-11-10T00:00:00.000Z
Shmuel Harofe                 ,,,2022-11-10T00:00:00.000Z
Assaf Harofeh Medical Center  ,77.2,69.1,2022-11-10T00:00:00.000Z
Shaare Zedek                  ,,,2022-11-10T00:00:00.000Z
