age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1463,0,2099,500.2,,229.5,0,0,2,0,,0.2
12-15,1089,359,472,336.8,721.5,191.5,2,0,0,0.6,0,0
16-19,1607,219,314,401.7,350.8,270.3,1,0,0,0.2,0,0
20-29,3894,364,627,405.3,236.4,347.8,1,0,2,0.1,0,1.1
30-39,4285,435,721,465.5,327.8,539.4,6,1,6,0.7,0.8,4.5
40-49,4310,295,580,481.1,303.8,562.4,7,4,7,0.8,4.1,6.8
50-59,3311,153,467,450.9,231.4,713.4,16,3,25,2.2,4.5,38.2
60-69,3299,167,399,506.1,438.9,754.5,46,6,20,7.1,15.8,37.8
70-79,2225,94,324,463.5,431.8,1448.2,46,9,29,9.6,41.3,129.6
80-89,1077,65,213,511.5,448.6,1866.5,42,8,23,19.9,55.2,201.5
90+,348,24,92,726.3,347.3,3822.2,14,4,15,29.2,57.9,623.2
