period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1168,4620,7.55,29.85
3_Month,5-11,1585,7071,4.84,21.58
6_Month,5-11,3189,45034,0.69,9.7
1_Year,5-11,3202,46939,0.53,7.78
All,5-11,3202,47202,0.45,6.68
1_Month,12-15,902,1257,10.25,14.29
3_Month,12-15,1271,1890,7.29,10.84
6_Month,12-15,7705,16002,3.42,7.11
1_Year,12-15,7874,17219,2.91,6.37
All,12-15,7874,17532,2.32,5.17
1_Month,16-19,1321,500,16.07,6.08
3_Month,16-19,1853,763,12.29,5.06
6_Month,16-19,12334,9151,6.66,4.94
1_Year,16-19,12642,10277,5.85,4.76
All,16-19,12658,10560,4.24,3.53
1_Month,20-29,3763,1144,16.1,4.89
3_Month,20-29,5378,1817,11.76,3.97
6_Month,20-29,29765,17102,7.56,4.35
1_Year,20-29,30526,19460,6.53,4.16
All,20-29,30563,19921,4.91,3.2
1_Month,30-39,4148,1449,14.28,4.99
3_Month,30-39,6077,2213,10.09,3.67
6_Month,30-39,27744,15660,6.44,3.63
1_Year,30-39,28373,17379,5.59,3.42
All,30-39,28431,17705,4.56,2.84
1_Month,40-49,4270,1094,14.06,3.6
3_Month,40-49,5955,1689,9.79,2.78
6_Month,40-49,24871,11600,6.2,2.89
1_Year,40-49,25405,12662,5.52,2.75
All,40-49,25477,12903,4.56,2.31
1_Month,50-59,2842,673,10.01,2.37
3_Month,50-59,4044,997,7.39,1.82
6_Month,50-59,15583,6308,5.59,2.26
1_Year,50-59,15887,6755,5.1,2.17
All,50-59,15940,6922,4.16,1.81
1_Month,60-69,2072,331,6.88,1.1
3_Month,60-69,2945,523,5.21,0.93
6_Month,60-69,9290,3296,4.5,1.6
1_Year,60-69,9490,3458,4.18,1.52
All,60-69,9527,3549,3.48,1.3
1_Month,70-79,1251,127,4.69,0.48
3_Month,70-79,1711,206,3.63,0.44
6_Month,70-79,4180,973,3.31,0.77
1_Year,70-79,4277,1019,3.11,0.74
All,70-79,4297,1070,2.67,0.67
1_Month,80+,694,76,5.53,0.61
3_Month,80+,971,125,4.36,0.56
6_Month,80+,2434,539,4.04,0.89
1_Year,80+,2488,563,3.73,0.84
All,80+,2519,608,3.03,0.73
