instituteDesc,occupancy,gOccupancy,occupancyDate
Soroka Medical Center         ,58.9,72.3,2022-07-02T00:00:00.000Z
Hacarmel Hospital             ,60.4,63,2022-07-02T00:00:00.000Z
Rabin K. Hasharon             ,65.8,57.7,2022-07-02T00:00:00.000Z
Poriah Hospital               ,67.9,61.1,2022-07-02T00:00:00.000Z
Hadassah Mount Scopus         ,72.2,68.4,2022-07-02T00:00:00.000Z
Woolfson Medical Center       ,75,70,2022-07-02T00:00:00.000Z
Shaare Zedek                  ,78.7,96.4,2022-07-02T00:00:00.000Z
Tel Aviv Medical Center       ,79.3,100.8,2022-07-02T00:00:00.000Z
Bnei Ziom Medical Center      ,80.2,66.7,2022-07-02T00:00:00.000Z
Haemek Valley Center Hospital ,83.9,71.7,2022-07-02T00:00:00.000Z
      Ziv Hospital            ,84.4,63.4,2022-07-02T00:00:00.000Z
Meir Hospital                 ,85.5,89.5,2022-07-02T00:00:00.000Z
Rambam                        ,86.4,79.5,2022-07-02T00:00:00.000Z
Yosephtal Hospital            ,87.5,44.6,2022-07-02T00:00:00.000Z
Laniado                       ,87.2,98.1,2022-07-02T00:00:00.000Z
Hadassah Ein Kerem            ,91.3,85.3,2022-07-02T00:00:00.000Z
Barzilai Medical Center       ,92.2,78.3,2022-07-02T00:00:00.000Z
Chaim Sheba Medical Center    ,97.9,95.5,2022-07-02T00:00:00.000Z
Assaf Harofeh Medical Center  ,97.3,66.4,2022-07-02T00:00:00.000Z
Assuta Ashdod                 ,98.3,96.2,2022-07-02T00:00:00.000Z
Nahariya                      ,101.6,80.5,2022-07-02T00:00:00.000Z
Hillel Yaffeh Medical Center  ,102.1,78.3,2022-07-02T00:00:00.000Z
,,39.2,2022-07-02T00:00:00.000Z
Kaplan Hospital               ,102.7,102.8,2022-07-02T00:00:00.000Z
Shmuel Harofe                 ,102.8,82.7,2022-07-02T00:00:00.000Z
Rabin K. Beilinson            ,108.4,88.4,2022-07-02T00:00:00.000Z
