age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1323,474,3798,607.9,810.2,408.8,0,0,1,0,0,0.1
12-15,732,1032,835,385.4,621.8,315,0,0,0,0,0,0
16-19,368,2568,446,219.6,901.9,341.7,0,0,0,0,0,0
20-29,512,7695,1173,152.7,969.6,668.3,0,2,2,0,0.3,1.1
30-39,907,9282,1460,260.7,1285.9,1147.6,0,2,1,0,0.3,0.8
40-49,1124,9341,1071,339.2,1393.6,1066.3,0,5,1,0,0.7,1
50-59,1709,8342,761,661.8,1517.3,1268.9,1,6,4,0.4,1.1,6.7
60-69,7028,6273,675,1944.6,1948.5,1162.9,23,12,6,6.4,3.7,10.3
70-79,8943,3432,498,2706.5,2079.5,2112,44,30,10,13.3,18.2,42.4
80+,5067,1488,441,2844.2,1795.1,2527.1,83,51,24,46.6,61.5,137.5
