actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
468,ביתר עילית,785,"נדרשים הסברה, בדיקות ואכיפת בידוד",6745,284
 קטן מ-15 ,עמנואל,28,"נדרשים הסברה, בדיקות ואכיפת בידוד",289, קטן מ-15 
2548,ירושלים,6606,נדרשת הגדלה של מספר הבדיקות,133587,1197
1528,תל אביב - יפו,2337,נדרשת הגדלה של מספר הבדיקות,70569,585
1319,בני ברק,4429,נדרשת הגדלה של מספר הבדיקות,47680,549
946,אשדוד,1317,נדרשת הגדלה של מספר הבדיקות,33364,326
346,בית שמש,908,נדרשת הגדלה של מספר הבדיקות,13057,179
321,לוד,431,נדרשת הגדלה של מספר הבדיקות,9506,178
208,קרית מלאכי,270,נדרשת הגדלה של מספר הבדיקות,3825,155
195,רעננה,348,נדרשת הגדלה של מספר הבדיקות,12098,135
82,כסיפה,96,נדרשת הגדלה של מספר הבדיקות,1351,58
74,קרית אתא,101,נדרשת הגדלה של מספר הבדיקות,6320,54
57,רכסים,109,נדרשת הגדלה של מספר הבדיקות,1923,32
40,קרית שמונה,56,נדרשת הגדלה של מספר הבדיקות,1764,34
33,יבנאל,51,נדרשת הגדלה של מספר הבדיקות,505,21
19,חריש,32,נדרשת הגדלה של מספר הבדיקות,1285,15
19,"כפר חב""ד",63,נדרשת הגדלה של מספר הבדיקות,1246,15
15,בית אריה,28,נדרשת הגדלה של מספר הבדיקות,646, קטן מ-15 
 קטן מ-15 ,חצור הגלילית,16,נדרשת הגדלה של מספר הבדיקות,803, קטן מ-15 
477,בת ים,735,"נדרשת הידברות, הסברה ואכיפה",21881,122
467,פתח תקווה,852,"נדרשת הידברות, הסברה ואכיפה",34544,225
372,ראשון לציון,668,"נדרשת הידברות, הסברה ואכיפה",31197,190
344,חולון,590,"נדרשת הידברות, הסברה ואכיפה",26101,138
298,נתניה,548,"נדרשת הידברות, הסברה ואכיפה",23177,139
279,מודיעין עילית,730,"נדרשת הידברות, הסברה ואכיפה",10668,131
279,באר שבע,558,"נדרשת הידברות, הסברה ואכיפה",32755,91
258,רחובות,411,"נדרשת הידברות, הסברה ואכיפה",19909,139
257,רמת גן,470,"נדרשת הידברות, הסברה ואכיפה",22035,118
252,רמלה,344,"נדרשת הידברות, הסברה ואכיפה",9964,115
236,רהט,376,"נדרשת הידברות, הסברה ואכיפה",7891,43
227,קרית גת,299,"נדרשת הידברות, הסברה ואכיפה",7609,85
208,דימונה,240,"נדרשת הידברות, הסברה ואכיפה",8235,70
204,חיפה,449,"נדרשת הידברות, הסברה ואכיפה",29810,112
199,טבריה,399,"נדרשת הידברות, הסברה ואכיפה",8825,57
183,ערערה-בנגב,293,"נדרשת הידברות, הסברה ואכיפה",3881, קטן מ-15 
177,אלעד,601,"נדרשת הידברות, הסברה ואכיפה",7894,62
173,הרצליה,311,"נדרשת הידברות, הסברה ואכיפה",12982,99
163,מודיעין-מכבים-רעות,287,"נדרשת הידברות, הסברה ואכיפה",11248,90
152,באקה אל-גרביה,194,"נדרשת הידברות, הסברה ואכיפה",4396,60
141,אור יהודה,300,"נדרשת הידברות, הסברה ואכיפה",6131,58
131,כפר קאסם,151,"נדרשת הידברות, הסברה ואכיפה",3427,29
123,אשקלון,410,"נדרשת הידברות, הסברה ואכיפה",17683,77
118,חדרה,194,"נדרשת הידברות, הסברה ואכיפה",16276,63
116,כפר סבא,194,"נדרשת הידברות, הסברה ואכיפה",12887,53
109,ראש העין,170,"נדרשת הידברות, הסברה ואכיפה",7372,61
94,יבנה,151,"נדרשת הידברות, הסברה ואכיפה",6180,46
90,גבעתיים,142,"נדרשת הידברות, הסברה ואכיפה",7486,47
84,בית שאן,93,"נדרשת הידברות, הסברה ואכיפה",2614,32
83,נהריה,129,"נדרשת הידברות, הסברה ואכיפה",9087,26
82,אילת,115,"נדרשת הידברות, הסברה ואכיפה",4654,36
77,הוד השרון,128,"נדרשת הידברות, הסברה ואכיפה",7065,38
73,כפר קרע,96,"נדרשת הידברות, הסברה ואכיפה",2305,43
73,קרית אונו,127,"נדרשת הידברות, הסברה ואכיפה",4853,36
72,רמת השרון,118,"נדרשת הידברות, הסברה ואכיפה",5389,42
72,טייבה,122,"נדרשת הידברות, הסברה ואכיפה",4299,43
68,נתיבות,179,"נדרשת הידברות, הסברה ואכיפה",4509,30
65,נס ציונה,94,"נדרשת הידברות, הסברה ואכיפה",4684,47
63,אום אל-פחם,155,"נדרשת הידברות, הסברה ואכיפה",4871,17
60,אופקים,112,"נדרשת הידברות, הסברה ואכיפה",4474,28
57,טירה,68,"נדרשת הידברות, הסברה ואכיפה",3259,22
57,מעלה אדומים,112,"נדרשת הידברות, הסברה ואכיפה",6267,39
47,פרדס חנה-כרכור,74,"נדרשת הידברות, הסברה ואכיפה",6606,29
47,באר יעקב,82,"נדרשת הידברות, הסברה ואכיפה",2964,25
44,גדרה,101,"נדרשת הידברות, הסברה ואכיפה",4972,29
44,ערד,66,"נדרשת הידברות, הסברה ואכיפה",2552,20
44,נצרת,69,"נדרשת הידברות, הסברה ואכיפה",3388,31
43,יהוד,126,"נדרשת הידברות, הסברה ואכיפה",3478,25
43,חורה,241,"נדרשת הידברות, הסברה ואכיפה",2342, קטן מ-15 
41,עפולה,108,"נדרשת הידברות, הסברה ואכיפה",5275, קטן מ-15 
41,שוהם,79,"נדרשת הידברות, הסברה ואכיפה",3086,23
40,גבעת זאב,98,"נדרשת הידברות, הסברה ואכיפה",2745,21
39,גן יבנה,68,"נדרשת הידברות, הסברה ואכיפה",2394,20
39,שדרות,100,"נדרשת הידברות, הסברה ואכיפה",4652, קטן מ-15 
39,גני תקווה,89,"נדרשת הידברות, הסברה ואכיפה",2924,24
37,צפת,143,"נדרשת הידברות, הסברה ואכיפה",4104, קטן מ-15 
35,ערערה,47,"נדרשת הידברות, הסברה ואכיפה",2241,20
32,עכו,64,"נדרשת הידברות, הסברה ואכיפה",5513, קטן מ-15 
31,ג'ת,62,"נדרשת הידברות, הסברה ואכיפה",1906, קטן מ-15 
30,מזכרת בתיה,47,"נדרשת הידברות, הסברה ואכיפה",2326,15
30,גבעת שמואל,77,"נדרשת הידברות, הסברה ואכיפה",3099,18
28,טמרה,51,"נדרשת הידברות, הסברה ואכיפה",2652,16
27,ג'לג'וליה,40,"נדרשת הידברות, הסברה ואכיפה",1424, קטן מ-15 
25,אור עקיבא,33,"נדרשת הידברות, הסברה ואכיפה",2130, קטן מ-15 
24,מבשרת ציון,44,"נדרשת הידברות, הסברה ואכיפה",4263, קטן מ-15 
24,קרית יערים,67,"נדרשת הידברות, הסברה ואכיפה",1159, קטן מ-15 
24,קדימה-צורן,40,"נדרשת הידברות, הסברה ואכיפה",1766, קטן מ-15 
24,נחף,35,"נדרשת הידברות, הסברה ואכיפה",1113, קטן מ-15 
22,שפרעם,35,"נדרשת הידברות, הסברה ואכיפה",3103, קטן מ-15 
22,אלפי מנשה,27,"נדרשת הידברות, הסברה ואכיפה",1107, קטן מ-15 
21,ג'סר א-זרקא,63,"נדרשת הידברות, הסברה ואכיפה",3362, קטן מ-15 
20,כוכב יעקב,80,"נדרשת הידברות, הסברה ואכיפה",914, קטן מ-15 
20,תפרח,24,"נדרשת הידברות, הסברה ואכיפה",289, קטן מ-15 
20,אריאל,36,"נדרשת הידברות, הסברה ואכיפה",2058, קטן מ-15 
20,קלנסווה,34,"נדרשת הידברות, הסברה ואכיפה",2025, קטן מ-15 
19,אזור,54,"נדרשת הידברות, הסברה ואכיפה",1618, קטן מ-15 
18,סביון,22,"נדרשת הידברות, הסברה ואכיפה",790, קטן מ-15 
18,יד בנימין,24,"נדרשת הידברות, הסברה ואכיפה",810, קטן מ-15 
17,קרית מוצקין,37,"נדרשת הידברות, הסברה ואכיפה",5280, קטן מ-15 
17,קרית ביאליק,35,"נדרשת הידברות, הסברה ואכיפה",3558, קטן מ-15 
16,יפיע,21,"נדרשת הידברות, הסברה ואכיפה",950, קטן מ-15 
16,טירת כרמל,34,"נדרשת הידברות, הסברה ואכיפה",1814, קטן מ-15 
16,לקיה,30,"נדרשת הידברות, הסברה ואכיפה",1222, קטן מ-15 
15,סאג'ור,16,"נדרשת הידברות, הסברה ואכיפה",698,0
 קטן מ-15 ,בית דגן,24,"נדרשת הידברות, הסברה ואכיפה",765, קטן מ-15 
 קטן מ-15 ,מג'ד אל-כרום,34,"נדרשת הידברות, הסברה ואכיפה",2473, קטן מ-15 
 קטן מ-15 ,אבן יהודה,48,"נדרשת הידברות, הסברה ואכיפה",1855, קטן מ-15 
 קטן מ-15 ,מגדל העמק,109,"נדרשת הידברות, הסברה ואכיפה",2743, קטן מ-15 
 קטן מ-15 ,מיתר,29,"נדרשת הידברות, הסברה ואכיפה",2021, קטן מ-15 
 קטן מ-15 ,ראמה, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",775, קטן מ-15 
 קטן מ-15 ,תל שבע,17,"נדרשת הידברות, הסברה ואכיפה",953, קטן מ-15 
 קטן מ-15 ,כפר ברא,17,"נדרשת הידברות, הסברה ואכיפה",572, קטן מ-15 
 קטן מ-15 ,כפר יונה,30,"נדרשת הידברות, הסברה ואכיפה",1897, קטן מ-15 
 קטן מ-15 ,כפר יאסיף,16,"נדרשת הידברות, הסברה ואכיפה",1311, קטן מ-15 
 קטן מ-15 ,מעלה עירון,26,"נדרשת הידברות, הסברה ואכיפה",1242,0
 קטן מ-15 ,להבים,29,"נדרשת הידברות, הסברה ואכיפה",1729, קטן מ-15 
 קטן מ-15 ,קרית ים,41,"נדרשת הידברות, הסברה ואכיפה",3609, קטן מ-15 
 קטן מ-15 ,כרמיאל,68,"נדרשת הידברות, הסברה ואכיפה",4864, קטן מ-15 
 קטן מ-15 ,מעיליא, קטן מ-15 ,,439, קטן מ-15 
 קטן מ-15 ,אפרת,69,,1661, קטן מ-15 
 קטן מ-15 ,בענה,45,,2146, קטן מ-15 
 קטן מ-15 ,אעצם (שבט), קטן מ-15 ,,203,0
 קטן מ-15 ,גן נר, קטן מ-15 ,,226, קטן מ-15 
 קטן מ-15 ,אלקנה,15,,469, קטן מ-15 
 קטן מ-15 ,אלעזר, קטן מ-15 ,,371,0
 קטן מ-15 ,זמר, קטן מ-15 ,,744, קטן מ-15 
 קטן מ-15 ,אלון שבות, קטן מ-15 ,,337, קטן מ-15 
 קטן מ-15 ,מייסר, קטן מ-15 ,,202,0
 קטן מ-15 ,אכסאל,17,,810, קטן מ-15 
 קטן מ-15 ,שבלי - אום אל-גנם, קטן מ-15 ,,531, קטן מ-15 
 קטן מ-15 ,כאוכב אבו אל-היג'א, קטן מ-15 ,,441, קטן מ-15 
 קטן מ-15 ,בנימינה-גבעת עדה, קטן מ-15 ,,1357, קטן מ-15 
 קטן מ-15 ,בית יצחק-שער חפר, קטן מ-15 ,,189,0
 קטן מ-15 ,טלמון, קטן מ-15 ,,299,0
 קטן מ-15 ,תל מונד,21,,1839, קטן מ-15 
 קטן מ-15 ,שערי תקווה, קטן מ-15 ,,582, קטן מ-15 
 קטן מ-15 ,ראש פינה, קטן מ-15 ,,237,0
