period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1445,5094,9.45,33.32
3_Month,5-11,2688,10223,7.77,29.57
6_Month,5-11,3856,28192,1.69,12.36
1_Year,5-11,4498,51315,0.74,8.4
All,5-11,4498,51704,0.62,7.18
1_Month,12-15,774,1002,13.96,18.07
3_Month,12-15,1777,2428,10.5,14.34
6_Month,12-15,4487,7252,4.46,7.21
1_Year,12-15,8555,18041,3.14,6.61
All,12-15,8556,18417,2.49,5.35
1_Month,16-19,1757,533,22.89,6.94
3_Month,16-19,3161,1068,18.23,6.16
6_Month,16-19,6925,2929,8.28,3.5
1_Year,16-19,14230,10726,6.42,4.84
All,16-19,14285,11049,4.67,3.61
1_Month,20-29,5568,1505,21.75,5.88
3_Month,20-29,9488,2716,17.74,5.08
6_Month,20-29,19175,6479,9.55,3.23
1_Year,20-29,35621,20759,7.3,4.26
All,20-29,35693,21296,5.53,3.3
1_Month,30-39,6560,1891,20.5,5.91
3_Month,30-39,10835,3410,16.17,5.09
6_Month,30-39,20798,7639,8.37,3.07
1_Year,30-39,34346,19036,6.45,3.58
All,30-39,34441,19415,5.28,2.98
1_Month,40-49,5792,1454,18.72,4.7
3_Month,40-49,10155,2578,15,3.81
6_Month,40-49,18422,5649,7.77,2.38
1_Year,40-49,30613,13941,6.32,2.88
All,40-49,30721,14212,5.24,2.42
1_Month,50-59,4182,867,14.21,2.95
3_Month,50-59,7125,1522,11.24,2.4
6_Month,50-59,12456,3227,6.86,1.78
1_Year,50-59,19712,7509,5.88,2.24
All,50-59,19783,7692,4.83,1.88
1_Month,60-69,3209,491,9.9,1.52
3_Month,60-69,5310,832,7.78,1.22
6_Month,60-69,8300,1735,5.38,1.13
1_Year,60-69,12371,3888,4.87,1.53
All,60-69,12429,3993,4.11,1.32
1_Month,70-79,1949,226,6.85,0.79
3_Month,70-79,3224,358,5.37,0.6
6_Month,70-79,4391,650,3.96,0.59
1_Year,70-79,6058,1224,3.75,0.76
All,70-79,6085,1278,3.27,0.69
1_Month,80+,1371,148,8.22,0.89
3_Month,80+,2084,226,6.7,0.73
6_Month,80+,2776,403,4.98,0.72
1_Year,80+,3764,696,4.64,0.86
All,80+,3798,743,3.86,0.76
