age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,8,24,63,145.7,10.7,6.7,0,0,0,0,0,0
12-15,7,38,22,125.2,11.7,7.9,0,0,0,0,0,0
16-19,9,140,30,251.3,31.9,22.1,0,0,0,0,0,0
20-29,15,370,38,145.1,33,22.6,0,0,1,0,0,0.6
30-39,14,354,54,132.2,33.5,43.4,0,1,0,0,0.1,0
40-49,24,361,64,183.7,36.5,67,0,2,0,0,0.2,0
50-59,19,445,51,112,55.9,96.6,1,3,3,5.9,0.4,5.7
60-69,66,1005,65,285,151.8,117.6,0,10,3,0,1.5,5.4
70-79,119,1260,67,531.1,260.1,576.1,2,19,5,8.9,3.9,43
80+,55,886,64,500,351.1,430.9,1,21,5,9.1,8.3,33.7
