instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,71.9,64.7,2022-10-12T00:00:00.000Z
Hacarmel Hospital             ,74.5,68.7,2022-10-12T00:00:00.000Z
Woolfson Medical Center       ,76.2,73.8,2022-10-12T00:00:00.000Z
Soroka Medical Center         ,83.7,83.6,2022-10-12T00:00:00.000Z
Kaplan Hospital               ,85.3,87.5,2022-10-12T00:00:00.000Z
Barzilai Medical Center       ,87.5,75.8,2022-10-12T00:00:00.000Z
Hillel Yaffeh Medical Center  ,87,76.3,2022-10-12T00:00:00.000Z
Laniado                       ,87.2,94.7,2022-10-12T00:00:00.000Z
Meir Hospital                 ,87,84.6,2022-10-12T00:00:00.000Z
Poriah Hospital               ,88.5,71,2022-10-12T00:00:00.000Z
Assaf Harofeh Medical Center  ,90.7,70.9,2022-10-12T00:00:00.000Z
Bnei Ziom Medical Center      ,95,93.3,2022-10-12T00:00:00.000Z
      Ziv Hospital            ,96.9,75.2,2022-10-12T00:00:00.000Z
Hadassah Mount Scopus         ,100,72.6,2022-10-12T00:00:00.000Z
Yosephtal Hospital            ,100,60,2022-10-12T00:00:00.000Z
Shmuel Harofe                 ,102.8,83.9,2022-10-12T00:00:00.000Z
Chaim Sheba Medical Center    ,103.3,103.5,2022-10-12T00:00:00.000Z
Rambam                        ,107.6,87.2,2022-10-12T00:00:00.000Z
Hadassah Ein Kerem            ,114.6,93.5,2022-10-12T00:00:00.000Z
Rabin K. Beilinson            ,116.7,87.4,2022-10-12T00:00:00.000Z
Haemek Valley Center Hospital ,123.2,82.4,2022-10-12T00:00:00.000Z
Nahariya                      ,123.2,95.2,2022-10-12T00:00:00.000Z
Assuta Ashdod                 ,125.4,93.2,2022-10-12T00:00:00.000Z
