period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,156,346,14.74,32.7
3_Month,5-11,1058,3276,10.96,33.94
6_Month,5-11,3250,11922,7.64,28.01
1_Year,5-11,4946,51282,0.98,10.13
All,5-11,4946,52883,0.68,7.31
1_Month,12-15,189,159,20.43,17.19
3_Month,12-15,762,821,16.33,17.6
6_Month,12-15,2265,2957,10.58,13.82
1_Year,12-15,8907,17570,3.71,7.31
All,12-15,8960,18839,2.59,5.44
1_Month,16-19,196,57,26.45,7.69
3_Month,16-19,1517,433,24.58,7.02
6_Month,16-19,3948,1313,18.06,6
1_Year,16-19,14711,10010,7.4,5.03
All,16-19,14914,11221,4.84,3.64
1_Month,20-29,540,96,26.21,4.66
3_Month,20-29,4944,1110,23.66,5.31
6_Month,20-29,11987,3271,17.54,4.79
1_Year,20-29,37233,19234,8.57,4.43
All,20-29,37701,21686,5.76,3.32
1_Month,30-39,699,131,24.87,4.66
3_Month,30-39,5753,1462,22.43,5.7
6_Month,30-39,13785,4131,15.84,4.75
1_Year,30-39,36374,18222,7.57,3.79
All,30-39,36783,19967,5.56,3.02
1_Month,40-49,764,146,23.82,4.55
3_Month,40-49,5336,1175,20.82,4.58
6_Month,40-49,13066,3205,14.85,3.64
1_Year,40-49,32762,13581,7.3,3.03
All,40-49,33130,14685,5.54,2.46
1_Month,50-59,626,85,18.17,2.47
3_Month,50-59,4021,693,15.95,2.75
6_Month,50-59,9342,1893,11.28,2.29
1_Year,50-59,21423,7442,6.68,2.32
All,50-59,21647,7972,5.14,1.89
1_Month,60-69,574,50,13.05,1.14
3_Month,60-69,3294,421,11.2,1.43
6_Month,60-69,7190,1080,7.97,1.2
1_Year,60-69,13876,3970,5.51,1.58
All,60-69,14035,4189,4.44,1.33
1_Month,70-79,481,27,9.31,0.52
3_Month,70-79,2330,199,8.21,0.7
6_Month,70-79,4627,467,5.72,0.58
1_Year,70-79,7256,1274,4.33,0.76
All,70-79,7343,1366,3.66,0.68
1_Month,80+,271,26,9.92,0.95
3_Month,80+,1701,179,9.87,1.04
6_Month,80+,3103,335,7.2,0.78
1_Year,80+,4646,767,5.49,0.91
All,80+,4724,834,4.42,0.78
