period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,300,2465,1.09,8.95
3_Month,5-11,1545,37511,0.36,8.74
6_Month,5-11,1548,37976,0.33,8.22
1_Year,5-11,1548,39247,0.27,6.94
All,5-11,1548,39364,0.23,5.91
1_Month,12-15,441,668,3.25,4.93
3_Month,12-15,6449,14020,3.11,6.77
6_Month,12-15,6500,14262,3.02,6.62
1_Year,12-15,6577,15170,2.62,6.04
All,12-15,6577,15321,2.07,4.81
1_Month,16-19,676,282,5.14,2.14
3_Month,16-19,10423,8402,6.17,4.98
6_Month,16-19,10475,8582,6.03,4.94
1_Year,16-19,10694,9389,5.39,4.73
All,16-19,10703,9653,3.81,3.44
1_Month,20-29,2163,565,6.03,1.58
3_Month,20-29,24030,15250,7.03,4.46
6_Month,20-29,24194,15647,6.86,4.44
1_Year,20-29,24689,17350,5.97,4.2
All,20-29,24710,17765,4.36,3.13
1_Month,30-39,1840,585,4.97,1.58
3_Month,30-39,21197,13302,5.84,3.67
6_Month,30-39,21381,13656,5.7,3.64
1_Year,30-39,21786,14853,4.99,3.4
All,30-39,21816,15132,3.96,2.75
1_Month,40-49,1555,415,4.37,1.17
3_Month,40-49,18565,9801,5.58,2.94
6_Month,40-49,18714,10003,5.47,2.92
1_Year,40-49,19041,10727,4.88,2.75
All,40-49,19074,10931,3.91,2.24
1_Month,50-59,1068,265,4.06,1.01
3_Month,50-59,11332,5226,5.22,2.41
6_Month,50-59,11397,5320,5.14,2.4
1_Year,50-59,11583,5605,4.66,2.25
All,50-59,11614,5754,3.63,1.8
1_Month,60-69,590,134,3.12,0.71
3_Month,60-69,6192,2734,4.31,1.9
6_Month,60-69,6236,2768,4.25,1.89
1_Year,60-69,6352,2868,3.88,1.75
All,60-69,6373,2940,3.04,1.4
1_Month,70-79,196,36,1.7,0.31
3_Month,70-79,2402,757,3.2,1.01
6_Month,70-79,2424,763,3.17,1
1_Year,70-79,2491,800,2.9,0.93
All,70-79,2504,841,2.3,0.77
1_Month,80-89,86,17,2.17,0.43
3_Month,80-89,1051,326,3.65,1.13
6_Month,80-89,1055,333,3.58,1.13
1_Year,80-89,1092,341,3.22,1.01
All,80-89,1105,371,2.4,0.81
1_Month,90+,29,5,3.4,0.59
3_Month,90+,374,83,5.02,1.11
6_Month,90+,375,83,4.93,1.09
1_Year,90+,392,87,4.45,0.99
All,90+,399,98,3.11,0.76
