period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,157,305,19.75,38.36
3_Month,5-11,392,812,17.66,36.58
6_Month,5-11,2366,7479,10.63,33.6
1_Year,5-11,5309,51690,1.09,10.61
All,5-11,5313,53634,0.73,7.39
1_Month,12-15,315,162,37.15,19.1
3_Month,12-15,701,350,32.71,16.33
6_Month,12-15,1935,1827,18.59,17.55
1_Year,12-15,9528,17721,4.02,7.48
All,12-15,9629,19162,2.76,5.5
1_Month,16-19,952,120,47.65,6.01
3_Month,16-19,1808,243,44.29,5.95
6_Month,16-19,4266,988,28.8,6.67
1_Year,16-19,16392,10122,8.2,5.06
All,16-19,16645,11442,5.33,3.67
1_Month,20-29,2270,210,46.87,4.34
3_Month,20-29,4528,435,43.19,4.15
6_Month,20-29,12351,2442,26.94,5.33
1_Year,20-29,41395,19402,9.45,4.43
All,20-29,41984,22085,6.32,3.33
1_Month,30-39,2328,287,44.15,5.44
3_Month,30-39,4459,564,38.61,4.88
6_Month,30-39,13676,3139,24.49,5.62
1_Year,30-39,40412,18524,8.36,3.83
All,30-39,40974,20481,6.09,3.05
1_Month,40-49,2722,214,47.15,3.71
3_Month,40-49,5367,472,41.38,3.64
6_Month,40-49,13796,2459,24.33,4.34
1_Year,40-49,37721,13872,8.3,3.05
All,40-49,38203,15108,6.27,2.48
1_Month,50-59,2286,194,38.67,3.28
3_Month,50-59,4472,431,32.92,3.17
6_Month,50-59,10611,1631,19.04,2.93
1_Year,50-59,25572,7788,7.74,2.36
All,50-59,25853,8370,5.97,1.93
1_Month,60-69,1888,126,29.84,1.99
3_Month,60-69,3753,253,24.26,1.64
6_Month,60-69,8528,962,13.63,1.54
1_Year,60-69,17306,4183,6.56,1.59
All,60-69,17508,4422,5.31,1.34
1_Month,70-79,1240,63,20.17,1.02
3_Month,70-79,2589,137,16.41,0.87
6_Month,70-79,5695,456,9.69,0.78
1_Year,70-79,9557,1418,5.3,0.79
All,70-79,9664,1513,4.52,0.71
1_Month,80+,840,84,18.53,1.85
3_Month,80+,1720,159,16.31,1.51
6_Month,80+,3959,388,11.08,1.09
1_Year,80+,6201,918,6.64,0.98
All,80+,6283,988,5.42,0.85
