instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-27T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-27T00:00:00.000Z
,,,2022-12-27T00:00:00.000Z
Rabin K. Hasharon             ,52.6,66.4,2022-12-27T00:00:00.000Z
Hacarmel Hospital             ,57.5,66.3,2022-12-27T00:00:00.000Z
Poriah Hospital               ,59,69,2022-12-27T00:00:00.000Z
Yosephtal Hospital            ,68.8,70.8,2022-12-27T00:00:00.000Z
Bnei Ziom Medical Center      ,69.4,85.5,2022-12-27T00:00:00.000Z
Woolfson Medical Center       ,75.4,71.2,2022-12-27T00:00:00.000Z
Hadassah Mount Scopus         ,80.6,85.8,2022-12-27T00:00:00.000Z
Meir Hospital                 ,81,88.8,2022-12-27T00:00:00.000Z
Haemek Valley Center Hospital ,82.6,71,2022-12-27T00:00:00.000Z
Assaf Harofeh Medical Center  ,82.6,76.5,2022-12-27T00:00:00.000Z
Soroka Medical Center         ,86.4,91,2022-12-27T00:00:00.000Z
Laniado                       ,88.5,110.2,2022-12-27T00:00:00.000Z
Rambam                        ,89.9,91.3,2022-12-27T00:00:00.000Z
Barzilai Medical Center       ,97.4,86.3,2022-12-27T00:00:00.000Z
      Ziv Hospital            ,98.4,75.8,2022-12-27T00:00:00.000Z
Hillel Yaffeh Medical Center  ,103.4,91.5,2022-12-27T00:00:00.000Z
Hadassah Ein Kerem            ,117.5,101.5,2022-12-27T00:00:00.000Z
Assuta Ashdod                 ,122,106.5,2022-12-27T00:00:00.000Z
,,,2022-12-27T00:00:00.000Z
The Holy Family               ,,,2022-12-27T00:00:00.000Z
,,,2022-12-27T00:00:00.000Z
,,40.5,2022-12-27T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-27T00:00:00.000Z
Nahariya                      ,110,90.7,2022-12-27T00:00:00.000Z
,,,2022-12-27T00:00:00.000Z
Kaplan Hospital               ,,,2022-12-27T00:00:00.000Z
Shaare Zedek                  ,106.7,107,2022-12-27T00:00:00.000Z
Chaim Sheba Medical Center    ,109.2,109.1,2022-12-27T00:00:00.000Z
Rabin K. Beilinson            ,128.6,102.1,2022-12-27T00:00:00.000Z
Shmuel Harofe                 ,,,2022-12-27T00:00:00.000Z
