age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,10,24,60,184.4,10.7,6.3,0,0,0,0,0,0
12-15,6,36,20,108.4,11.1,7.2,0,0,0,0,0,0
16-19,9,139,27,251.4,31.7,19.8,0,0,0,0,0,0
20-29,16,405,40,156.8,36.2,23.8,0,0,1,0,0,0.6
30-39,17,370,48,159.7,35,38.6,0,1,0,0,0.1,0
40-49,18,398,58,135.9,40.2,60.8,0,2,0,0,0.2,0
50-59,15,481,59,87,60.4,112.1,0,2,2,0,0.3,3.8
60-69,74,1065,68,304.5,161.2,123,0,12,2,0,1.8,3.6
70-79,115,1291,78,458.2,267.8,686.8,2,16,5,8,3.3,44
80+,57,919,64,465.8,365.9,431.2,1,15,6,8.2,6,40.4
