period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
6_Month,5-11,856,27469,0.26,8.19
All,5-11,856,27921,0.21,6.79
1_Year,5-11,856,27842,0.24,7.82
3_Month,5-11,856,26967,0.28,8.93
1_Month,5-11,434,12469,0.32,9.14
1_Year,12-15,1127,11734,1.42,14.79
6_Month,12-15,1127,11459,1.56,15.89
1_Month,12-15,475,3524,2.09,15.52
All,12-15,1127,11811,1.07,11.2
3_Month,12-15,1126,11096,1.79,17.65
1_Month,16-19,1762,1529,6.96,6.04
3_Month,16-19,5034,7024,6.95,9.7
6_Month,16-19,5074,7407,6.44,9.4
1_Year,16-19,5127,7635,6.1,9.09
All,16-19,5136,7848,3.92,5.99
1_Month,20-29,5928,2865,6.77,3.27
All,20-29,17465,14074,4.57,3.68
1_Year,20-29,17454,13734,6.24,4.91
6_Month,20-29,17314,13268,6.66,5.1
3_Month,20-29,17112,12426,7.15,5.19
3_Month,30-39,13884,10262,6.04,4.46
All,30-39,14162,11366,4.2,3.37
1_Year,30-39,14157,11162,5.28,4.16
6_Month,30-39,14041,10857,5.6,4.33
1_Month,30-39,5289,2993,5.65,3.2
1_Month,40-49,4291,2117,5.32,2.62
All,40-49,11948,8141,4.37,2.98
1_Year,40-49,11937,7995,5.36,3.59
6_Month,40-49,11839,7816,5.63,3.72
3_Month,40-49,11732,7473,5.93,3.78
6_Month,50-59,7284,4136,5.29,3
3_Month,50-59,7229,3998,5.52,3.05
1_Month,50-59,2743,1119,5.05,2.06
All,50-59,7360,4323,3.9,2.29
1_Year,50-59,7352,4217,4.99,2.86
3_Month,60-69,4060,2017,4.53,2.25
1_Year,60-69,4140,2101,4.04,2.05
6_Month,60-69,4086,2066,4.34,2.19
All,60-69,4144,2139,3.16,1.63
1_Month,60-69,1434,546,3.98,1.51
3_Month,70-79,1660,521,3.57,1.12
6_Month,70-79,1684,534,3.46,1.1
1_Year,70-79,1712,547,3.21,1.03
All,70-79,1715,564,2.58,0.85
1_Month,70-79,577,164,3,0.85
1_Month,80-89,267,74,3.44,0.95
3_Month,80-89,725,204,4.16,1.17
6_Month,80-89,733,205,3.99,1.12
1_Year,80-89,742,208,3.68,1.03
All,80-89,748,215,2.89,0.83
3_Month,90+,274,52,6.07,1.15
All,90+,284,57,4.1,0.82
1_Year,90+,283,53,5.47,1.02
6_Month,90+,278,52,5.87,1.1
1_Month,90+,92,25,4.65,1.26
