age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,85,0,741,24.9,0,291.4,0,0,0,0,0,0
16-19,96,142,334,28.1,146.6,267.2,0,0,0,0,0,0
20-29,176,356,555,22,145.7,251.8,0,2,6,0,0.8,2.7
30-39,277,426,621,35.2,194.3,389.7,0,0,16,0,0,10
40-49,254,275,451,31.6,176.2,367,2,2,41,0.2,1.3,33.4
50-59,122,116,270,18,119.6,321.1,6,5,57,0.9,5.2,67.8
60-69,97,90,171,15.5,170.8,284.4,9,4,49,1.4,7.6,81.5
70-79,85,52,128,18.7,182.9,317.7,14,7,28,3.1,24.6,69.5
80-89,60,25,70,30.3,142.1,353.3,5,4,12,2.5,22.7,60.6
90+,16,4,21,38,54.9,276.4,1,0,6,2.4,0,79
