instituteDesc,occupancy,gOccupancy,occupancyDate
Yosephtal Hospital            ,43.8,29.2,2022-07-16T00:00:00.000Z
Rabin K. Hasharon             ,55.3,53.9,2022-07-16T00:00:00.000Z
Barzilai Medical Center       ,57.8,70.2,2022-07-16T00:00:00.000Z
Poriah Hospital               ,59,62.3,2022-07-16T00:00:00.000Z
Soroka Medical Center         ,63.6,70.9,2022-07-16T00:00:00.000Z
Bnei Ziom Medical Center      ,64.5,64,2022-07-16T00:00:00.000Z
Hacarmel Hospital             ,67.9,66.5,2022-07-16T00:00:00.000Z
Woolfson Medical Center       ,69.3,68.7,2022-07-16T00:00:00.000Z
Meir Hospital                 ,69.5,88.7,2022-07-16T00:00:00.000Z
Haemek Valley Center Hospital ,73.5,66.9,2022-07-16T00:00:00.000Z
Laniado                       ,73.1,78.3,2022-07-16T00:00:00.000Z
Kaplan Hospital               ,79.3,93.5,2022-07-16T00:00:00.000Z
Assaf Harofeh Medical Center  ,80.3,70.5,2022-07-16T00:00:00.000Z
Rambam                        ,86.9,83.1,2022-07-16T00:00:00.000Z
      Ziv Hospital            ,93.8,61.1,2022-07-16T00:00:00.000Z
Nahariya                      ,93.2,81.6,2022-07-16T00:00:00.000Z
Hadassah Mount Scopus         ,94.4,66.3,2022-07-16T00:00:00.000Z
Hillel Yaffeh Medical Center  ,94.5,86.2,2022-07-16T00:00:00.000Z
Shmuel Harofe                 ,97.2,81.2,2022-07-16T00:00:00.000Z
Rabin K. Beilinson            ,99.6,81.6,2022-07-16T00:00:00.000Z
Chaim Sheba Medical Center    ,101.7,96.1,2022-07-16T00:00:00.000Z
Hadassah Ein Kerem            ,107.8,83.2,2022-07-16T00:00:00.000Z
Assuta Ashdod                 ,108.5,89.1,2022-07-16T00:00:00.000Z
,,35.6,2022-07-16T00:00:00.000Z
