period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,168,312,20.31,37.73
3_Month,5-11,392,798,17.75,36.12
6_Month,5-11,2582,8300,10.38,33.36
1_Year,5-11,5302,51706,1.08,10.58
All,5-11,5303,53598,0.73,7.39
1_Month,12-15,334,160,37.44,17.94
3_Month,12-15,691,346,32.18,16.12
6_Month,12-15,2082,2045,17.64,17.32
1_Year,12-15,9529,17742,4.01,7.47
All,12-15,9606,19146,2.76,5.5
1_Month,16-19,936,122,46.94,6.12
3_Month,16-19,1700,238,43.18,6.05
6_Month,16-19,4469,1095,27.25,6.68
1_Year,16-19,16279,10128,8.13,5.06
All,16-19,16512,11429,5.29,3.66
1_Month,20-29,2253,209,46.15,4.28
3_Month,20-29,4249,425,41.94,4.2
6_Month,20-29,12852,2663,25.81,5.35
1_Year,20-29,41109,19414,9.38,4.43
All,20-29,41669,22062,6.28,3.33
1_Month,30-39,2308,287,43.12,5.36
3_Month,30-39,4259,550,37.93,4.9
6_Month,30-39,14233,3393,23.43,5.59
1_Year,30-39,40209,18520,8.31,3.83
All,30-39,40728,20447,6.06,3.04
1_Month,40-49,2793,212,47.21,3.58
3_Month,40-49,5155,457,40.8,3.62
6_Month,40-49,14451,2662,23.39,4.31
1_Year,40-49,37481,13874,8.24,3.05
All,40-49,37934,15081,6.23,2.48
1_Month,50-59,2288,202,37.64,3.32
3_Month,50-59,4277,415,32.15,3.12
6_Month,50-59,10914,1737,18.12,2.88
1_Year,50-59,25353,7775,7.68,2.35
All,50-59,25616,8348,5.92,1.93
1_Month,60-69,1914,133,29.27,2.03
3_Month,60-69,3633,242,23.77,1.58
6_Month,60-69,8766,1014,13.04,1.51
1_Year,60-69,17153,4171,6.51,1.58
All,60-69,17341,4405,5.27,1.34
1_Month,70-79,1254,61,19.65,0.96
3_Month,70-79,2494,132,15.88,0.84
6_Month,70-79,5772,474,9.2,0.76
1_Year,70-79,9452,1385,5.26,0.77
All,70-79,9556,1479,4.48,0.69
1_Month,80+,849,79,18.39,1.71
3_Month,80+,1647,148,15.9,1.43
6_Month,80+,4021,384,10.73,1.02
1_Year,80+,6117,894,6.58,0.96
All,80+,6198,964,5.36,0.83
