instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-25T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-25T00:00:00.000Z
,,,2022-12-25T00:00:00.000Z
Hacarmel Hospital             ,60.4,58.7,2022-12-25T00:00:00.000Z
Yosephtal Hospital            ,75,44.6,2022-12-25T00:00:00.000Z
Woolfson Medical Center       ,78.7,72.2,2022-12-25T00:00:00.000Z
Rabin K. Hasharon             ,78.1,67.2,2022-12-25T00:00:00.000Z
Hadassah Mount Scopus         ,80.6,73.6,2022-12-25T00:00:00.000Z
Soroka Medical Center         ,84.1,82.2,2022-12-25T00:00:00.000Z
Poriah Hospital               ,85.9,69.3,2022-12-25T00:00:00.000Z
Bnei Ziom Medical Center      ,86,82,2022-12-25T00:00:00.000Z
Barzilai Medical Center       ,89.6,79.1,2022-12-25T00:00:00.000Z
Assaf Harofeh Medical Center  ,90,71.1,2022-12-25T00:00:00.000Z
Meir Hospital                 ,93.5,96.9,2022-12-25T00:00:00.000Z
Rambam                        ,103,87,2022-12-25T00:00:00.000Z
Nahariya                      ,104.7,87.7,2022-12-25T00:00:00.000Z
Assuta Ashdod                 ,123.7,104.4,2022-12-25T00:00:00.000Z
,,,2022-12-25T00:00:00.000Z
Hadassah Ein Kerem            ,,,2022-12-25T00:00:00.000Z
Laniado                       ,93.6,93.1,2022-12-25T00:00:00.000Z
      Ziv Hospital            ,95.3,74.6,2022-12-25T00:00:00.000Z
Haemek Valley Center Hospital ,102.6,76.4,2022-12-25T00:00:00.000Z
Hillel Yaffeh Medical Center  ,113.7,85,2022-12-25T00:00:00.000Z
The Holy Family               ,,,2022-12-25T00:00:00.000Z
,,,2022-12-25T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-25T00:00:00.000Z
,,,2022-12-25T00:00:00.000Z
Shaare Zedek                  ,105.3,99.9,2022-12-25T00:00:00.000Z
Kaplan Hospital               ,120.7,108.7,2022-12-25T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-12-25T00:00:00.000Z
Chaim Sheba Medical Center    ,132.2,107.3,2022-12-25T00:00:00.000Z
Shmuel Harofe                 ,,,2022-12-25T00:00:00.000Z
