age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,11,65,109,220.2,29.3,11.5,0,0,0,0,0,0
12-15,7,107,39,132.2,33.2,13.9,0,0,0,0,0,0
16-19,10,271,27,287.9,61.9,19.7,0,0,0,0,0,0
20-29,17,628,46,177.3,56,27.6,0,0,1,0,0,0.6
30-39,21,473,76,187.6,44.8,61.4,0,0,0,0,0,0
40-49,19,635,61,129.2,64.2,64.5,0,1,0,0,0.1,0
50-59,35,607,50,174.9,76.4,97.2,0,3,2,0,0.4,3.9
60-69,84,1053,77,246.3,161.7,140.5,2,11,3,5.9,1.7,5.5
70-79,156,1160,65,348.7,249.7,709.4,1,21,6,2.2,4.5,65.5
80+,101,817,77,416,340.8,543.1,3,30,9,12.4,12.5,63.5
